word,translation
"Per piacere, prestami la tua macchina.",Please lend me your car.
Perché dovrei darle del denaro?,Why should I give her money?
Era il suo mentore.,He was her mentor.
Ziri e Rima giocarono a poker.,Ziri and Rima played poker.
Tu come ti senti oggi?,How are you feeling today?
Io sarò discreta.,I'll be discreet.
Tom è una spia.,Tom is a spy.
Lui ha colto un fiore per sua donna.,He picked a flower for his wife.
È nostro dovere aiutarli.,It's our duty to help them.
Io sono stanco di tutte le sue lamentele.,I'm tired of all his complaints.
Io vidi mia madre nascondere la torta.,I saw my mother hide the cake.
Voglio sapere cosa c'è in questa scatola.,I want to know what's in this box.
Ha un incredibile senso dell'umorismo.,She has a marvelous sense of humor.
A me non piace pubblicare foto su Facebook.,I don't like to post photos on Facebook.
Non abbiamo tutta la giornata.,We haven't got all day.
Sami non voleva andare a scuola.,Sami didn't want to go to school.
Amo i vostri disegni.,I love your drawings.
Sei un ragazzo belloccio.,You're a cutie.
Non è denaro vero.,It's not real money.
L'ha lasciata fuggire.,You let her get away.
Mary ha provato a proteggere i suoi figli.,Mary tried to protect her kids.
Perché è venuta a vedermi oggi?,Why did you come to see me today?
Io ho un computer portatile Asus.,I have an Asus laptop.
Le abbiamo veramente ingannate.,We really fooled them.
Lasciò il suo lavoro.,She quit her job.
Possiede una grande proprietà.,She owns a large property.
È mia amica?,Are you my friend?
Crede nella vita eterna?,Do you believe in eternal life?
Vieni a trovarmi ora.,Come and see me right now.
La gatta ha attraversato la strada.,The cat crossed the street.
Gli albanesi mangiano solo carne halal.,Albanians only eat halal meat.
Perché non ha guardato la foto?,Why didn't you look at the picture?
Lui si stanca facilmente.,He tires easily.
"È immune, vero?","He's immune, isn't he?"
Non dipende da me.,It's not up to me.
Io mi sono annoiato.,I got bored.
La lingua madre di Tom è l'inglese.,Tom's native language is English.
Io ho bisogno di un po' di carta.,I need some paper.
"È reale, vero?","It's real, isn't it?"
Il suo regno è il vostro inferno.,Her kingdom is your hell.
Le ha dato un pezzo di carta.,He gave her a piece of paper.
Non devi essere un genio.,You don't have to be a genius.
Dove siete cresciuti?,Where did you grow up?
Tom ha trascorso il Natale dietro le sbarre.,Tom spent Christmas behind bars.
Hai saltato troppe classi.,You've skipped too many classes.
Sami sta indossando la sua felpa col cappuccio.,Sami is wearing his hoodie.
La mia migliore amica è a Roma adesso.,My best friend is in Rome now.
Studiate l'inglese ogni giorno?,Do you study English every day?
I cani abbaiarono tutta la notte.,The dogs barked all night.
Penso che voi siate interessanti.,I think you're interesting.
Voi avete abbracciato Mary.,You hugged Mary.
Ha protestato contro il nuovo piano.,He protested against the new plan.
Lasciate perdere. È troppo rischiosa.,Forget it. It's too risky.
Ricordate questo ponte?,Do you remember this bridge?
Tom sta provando a confondervi.,Tom is trying to confuse you.
Non provai a ucciderli.,I didn't try to kill them.
Tom beve caffè ogni mattina.,Tom drinks coffee every morning.
Tom distrusse la loro famiglia.,Tom destroyed their family.
Tom ha tirato il dado.,Tom rolled the dice.
Mi serve un dottore.,I need a doctor.
Non ho la mia borsetta.,I don't have my purse.
Il Portorico non è uno stato sovrano.,Puerto Rico is not a sovereign state.
Non ho una fidanzata.,I don't have a girlfriend.
Mary ha detto che era canadese.,Mary said she was a Canadian.
Non vada laggiù.,Don't go down there.
Siete bravi a baseball?,Are you good at baseball?
Mi ha incastrata.,You framed me.
Ci scuserete per un momento?,Will you excuse us for a moment?
Ho mangiato la colazione in piedi.,I ate breakfast standing.
Tom è vostro amico?,Is Tom your friend?
Penso di capirvi.,I think I understand you.
Tom e Mary sono sopravvissuti al bombardamento.,Tom and Mary survived the bombing.
La vostra auto è blu?,Is your car blue?
Questa porta non si chiuderà.,This door won't shut.
Sta portando uno zaino sulla schiena.,She is carrying a backpack on her back.
Vuoi un altro po' di latte?,Do you want some more milk?
Porta i tuoi soldi.,Bring your money.
Aspettano un bambino.,They're expecting a baby.
Ho le spalle larghe.,I have broad shoulders.
Ci mostrò la sua collezione di francobolli.,He showed us his stamp collection.
Vai a casa di Tom.,Go to Tom's house.
Qual è l'età del tuo frigorifero?,How old is your refrigerator?
Perché lei è così gentile con me?,Why is she so nice to me?
Tom deve essere il fidanzato di Mary.,Tom must be Mary's boyfriend.
Non siederà con lei.,He won't sit with her.
Ne vale la pena provare.,It's worth a try.
Il cielo sembra arrabbiato.,The sky looks angry.
Ci restano tre giorni.,We've got three days left.
Ho bisogno di una matita.,I need a pencil.
A chi tocca guidare?,Whose turn is it to drive?
"Sta aspettando qualcuno, vero?","He's expecting somebody, isn't he?"
L'alfabeto è adottato in molte lingue.,The alphabet is adopted in many languages.
Lui mi spiegò la regola.,He explained the rule to me.
Hai augurato a Tom un felice Natale?,Did you wish Tom a Merry Christmas?
Leggono il libro.,They read the book.
Non abbiate paura di parlare più forte.,Don't be afraid to speak up.
Sapeva che aveva un lavoro da fare.,She knew she had a job to do.
Non masticare con la bocca aperta.,Don't chew with your mouth open.
Io non sono preoccupata per te.,I'm not worried about you.
Ti dà fastidio se faccio questo?,Does it bother you if I do this?
Mi serve più oro.,I need more gold.
Anche i suoi genitori accettarono l'Islam.,"His parents accepted Islam, too."
Abbiamo deciso di venderlo.,We decided to sell it.
"È schietta, vero?","She's frank, isn't she?"
Io penso che lei piaccia a Tom.,I think Tom likes you.
A me non va molto di mangiare.,I don't feel much like eating.
Il motore è tornato in vita di nuovo.,The engine came back to life.
Si rifiutò di prendere i soldi.,She refused to take the money.
Hanno detto che erano troppo stanche per danzare.,They said they were too tired to dance.
Sei stato impegnato recentemente?,Have you been busy recently?
Passerò il Natale con la mia famiglia.,I'll spend Christmas with my family.
Tom è più forte di quel che sembra.,Tom is stronger than he looks.
"Proviamo a velocizzare le cose, OK?","Let's try to speed things up, okay?"
Fumare le farà molto male.,Smoking will do you a lot of harm.
Non ho mai incontrato Maria.,I never met Maria.
Tom ha aiutato Mary a fuggire di prigione.,Tom helped Mary to escape from prison.
"È a Boston in questo momento, vero?","He's in Boston right now, isn't he?"
Provarono a nascondere la loro ansia.,They tried to hide their anxiety.
Questa bandiera è molto carina.,This flag is very pretty.
Io non ci vedo alcun complotto.,I see no conspiracy there.
Non abbiamo pianificato questo.,We didn't plan this.
Né Tom né Mary hanno smesso di piangere.,Neither Tom nor Mary has stopped crying.
"È troppo vecchio per farlo, vero?","He's too old to do that, isn't he?"
Perché vorrebbe andare lì?,Why would he want to go there?
Perché eravate a letto?,Why were you in bed?
Il gelato di Sami si sciolse.,Sami's ice cream melted.
Disse che non riusciva a camminare.,She said that she couldn't walk.
Perché non gli dai un colpo di telefono?,Why don't you give him a call?
Non si voleva sedere accanto a lei.,He didn't want to sit next to her.
C'è abbastanza cibo.,There is enough food.
Hai comprato dei fiori?,Did you buy flowers?
Non nuoto bene.,I don't swim well.
Comprai dei fichi secchi al mercato.,I bought dried figs at the market.
Ha visto Tom guidare?,Have you seen Tom drive?
Dovrete parlare con lui.,You'll have to talk to him.
Non li assumerei mai.,I'd never hire them.
Dove mi posso allenare?,When can I train?
Tom ha bruciato la bandiera americana.,Tom burned the American flag.
"Su, non piangere.","Come on, don't cry."
Tom e Mary non stanno cercando simpatia.,Tom and Mary aren't looking for sympathy.
Guardi chi c'è qui.,Look who's here.
Lei ha restituito il dizionario.,She gave the dictionary back.
La guerra è malvagia.,War is evil.
Viene dalla nostra città?,Are you from our city?
Siamo arrivate sull'isola due giorni dopo.,We arrived on the island two days later.
Dovrei farmi estrarre il dente?,Should I have my tooth extracted?
La spedizione fu piena di disastri.,The expedition was fraught with disaster.
Io odio le sveglie.,I hate alarm clocks.
Coltivi la natura.,Cultivate the wilderness.
Io sarò nel mio studio.,I'll be in my study.
Noi ci siamo tutti congratulati con loro.,We all congratulated them.
Probabilmente sono ubriache.,They're probably drunk.
Lo sapevano tutti tranne me.,Everyone except me knew it.
Tom non era molto confuso.,Tom wasn't very confused.
Sarà sicuramente in grado di farla.,You'll surely able to do it.
Hanno votato per creare un comitato.,They voted to create a committee.
Sto riparando la lavatrice.,I am repairing the washing machine.
Tre canadesi furono uccisi.,Three Canadians were killed.
Tu hai mai giocato a tennis?,Have you ever played tennis?
Yanni era davvero lento.,Yanni was really slow.
La gatta è molto gentile.,The cat is very kind.
Attenzione: lo spagnolo cileno può sembrare strano altrove.,Attention: Chilean Spanish may sound weird elsewhere.
C'è molto cibo.,There's lots of food.
Layla morì di una morte pacifica.,Layla died a peaceful death.
Che farebbero Tom e Mary?,What would Tom and Mary do?
"Dov'è la chiave? Ah, l'hai trovata.","Where's the key? Ah, you found it."
Prenda questa borsa.,Take this bag.
Io avevo non più di tre libbre.,I had no more than three pounds.
Se ne andò senza pagare.,He left without paying.
Io ho paura degli estranei.,I'm afraid of strangers.
Perché non lasci decidere Tom?,Why don't you let Tom decide?
Nota la differenza!,Notice the difference!
Volete un po' di dessert?,Do you want some dessert?
Non ho fatto nulla a loro.,I didn't do anything to them.
Solitamente non mangio il dessert.,I don't usually eat dessert.
Siete state indiscrete?,Were you indiscreet?
Tom non aiutò.,Tom didn't help.
Sami andò in un ristorante di sushi.,Sami went to a sushi restaurant.
Potrei prendere in prestito una tazza di zucchero?,Could I borrow a cup of sugar?
Siamo tutti preoccupati per lui.,We're all worried about him.
So che vuoi parlare con Tom.,I know you want to talk to Tom.
Noi non possiamo rivelare informazioni confidenziali.,We can't reveal classified information.
Puoi ospitarmi stanotte?,Can you put me up tonight?
Lui ha utilizzato dei piccioni nel suo esperimento.,He used pigeons in his experiment.
Mary non può controllare le sue figlie.,Mary can't control her children.
Tom ora è sposato con Mary.,Tom is now married to Mary.
Lo potrebbe chiedere a lui.,You could ask him.
Ha bisogno del telefono?,Do you need the phone?
I piedi di Tom si bagnarono.,Tom's feet got wet.
Tu hai mai visto Tom piangere?,Have you ever seen Tom cry?
Non condivido il vostro entusiasmo.,I don't share your enthusiasm.
Mi ha messo un cerotto sul dito ferito.,She applied a bandage to my hurt finger.
Perché state inscatolando?,Why are you packing up?
Ha vissuto all'estero per molti anni.,He lived abroad for many years.
Tom ha parlato con calma.,Tom spoke calmly.
Riesci a immaginare come mi sono sentita?,Can you imagine how I felt?
Eravamo così preoccupate per te.,We were so worried about you.
Volare è il modo più rapido di viaggiare.,Flying is the quickest way to travel.
Questa è una fotografia di un aeroporto.,This is a picture of an airport.
Non abbiamo più vino.,We don't have any more wine.
Io posso ragionare con lei.,I can reason with her.
Ho guardato la televisione invece di studiare.,I watched television instead of studying.
Non li ha convinti.,That didn't convince them.
Raffredda il dito scottato sotto l'acqua corrente.,Cool the burned finger in running water.
Sami portò i suoi CD in Egitto.,Sami took his CD's to Egypt.
Tom vive oltre i suoi mezzi.,Tom lives beyond his means.
Io non l'ho visto.,I haven't seen him.
È salutare respirare profondamente.,It's healthy to breathe deeply.
Vorrebbe raccontare la prossima storia?,Would you like to tell the next story?
Chiedetemi qualsiasi cosa!,Ask me anything!
Mary ci disse che poteva aiutare.,Mary told us she could help.
Quanti cavalli avete?,How many horses do you have?
Veniamo entrambe da Boston.,We're both from Boston.
Mi dia quei guanti.,Give me those gloves.
Mary decise di fare del suo meglio.,Mary decided to do her best.
Ti ha visto.,He saw you.
Dovresti cantare con noi.,You should sing with us.
Pensavo che Tom fosse assonnato.,I thought that Tom was sleepy.
Quell'auto è abbastanza moderna.,That car is quite up to date.
Lui fece quello che gli dissi di fare.,He did what I told him to do.
Sami fa questo dopo la scuola.,Sami does this after school.
Mio padre lavora presso il Ministero degli Esteri.,My father serves in the Foreign Ministry.
È ciò che è capitato a loro.,That's what happened to them.
Vivete in zona?,Do you live in the area?
State lavorando troppo duramente.,You're working too hard.
Non ho ancora parlato con Tom.,I haven't talked to Tom yet.
Conservi una patata per me.,Save a potato for me.
Non avevo molta sete.,I wasn't very thirsty.
Sono stanco delle sue lamentele.,I'm fed up with her complaints.
Ero veramente sfortunato.,I was really unlucky.
Dovrebbe investire il suo denaro.,You should be investing your money.
Lei è favorevole o contrario al progetto?,Are you for or against the project?
Giocate ancora a golf con Tom?,Do you still play golf with Tom?
Le serve la sua privacy.,She needs her privacy.
Ti sei divertito alla festa?,Did you enjoy yourself at the party?
Tom ha dato degli ordini.,Tom gave orders.
Ha venduto la sua casa tre mesi fa.,She sold her house three months ago.
Come l'hai saputo che Tom era interessato?,How did you know Tom was interested?
Io sto leggendo un libro adesso.,I am reading a book now.
Ne puoi avere quanti ne vuoi.,You can have any you want.
"Oh, ecco che arriva Chris.","Oh, here comes Chris."
Tom non è qui adesso.,Tom isn't here now.
"È ancora il suo fidanzato, vero?","He's still your boyfriend, isn't he?"
Fammi andare al negozio.,Let me go to the store.
Ha tenuto un diario lungo il viaggio.,He kept a diary during the trip.
Scusi per il casino.,Excuse the mess.
"È un chitarrista, vero?","He's a guitarist, isn't he?"
Tom vide la gatta.,Tom saw the cat.
Ziri ha trovato un'altra donna.,Ziri has found another woman.
Tu andrai in America l'anno prossimo?,Will you go to America next year?
Sarò il vostro cameriere stasera.,I'll be your server tonight.
Mary fa quello che pensa che sia giusto.,Mary does what she thinks is right.
"Bevi vino, vero?","You drink wine, don't you?"
Cosa ti ha impedito di lavorare?,What prevented you from working?
Sto studiando in un liceo classico.,I'm studying at a classical gymnasium.
È più probabile di quanto pensi.,It's more likely than you think.
Hai illuminato la mia giornata.,You've brightened my day.
Conosco il vostro nome.,I know your name.
Guida un SUV.,He drives an SUV.
A suo fratello piace il basket?,Does your brother like basketball?
Mi descriva Tom.,Describe Tom to me.
La sua influenza è ancora intatta.,His influence is still undiminished.
Tom ha negato quelle voci.,Tom denied those rumors.
"Non ne avete vista una, vero?","You haven't seen one, have you?"
Quand'è la vostra pausa pranzo?,When is your lunch break?
Ho pianificato una festa per lei.,I planned a party for her.
Tutti gli altri ragazzi lo fanno.,All the other kids do it.
Sono onorata di lavorare con Tom.,I'm honored to be working with Tom.
Li dovreste aiutare.,You should help them.
Io non voglio crearvi problemi.,I don't want to cause you any problems.
Non sono un avvocato.,I'm not a lawyer.
La loro barca è alla deriva.,Their boat is adrift.
Vuole un biscottino?,Do you want a cookie?
Lei ha assolutamente ragione.,You are absolutely right.
Negò di averla assassinata.,He denied he murdered her.
È inverno in Australia.,It's winter in Australia.
Tom parla spesso del suo lavoro.,Tom often talks about his work.
La loro opinione conta poco.,Their opinion matters little.
Cos'è successo in realtà?,What actually happened?
Stiamo scappando in Giappone.,We are fleeing to Japan.
Non ho ordinato questa.,I didn't order this.
Lui vuole imparare a cucinare.,He wants to learn how to cook.
Zero è un numero speciale.,Zero is a special number.
Mary voleva la sua libertà.,Mary wanted her freedom.
Lei ha cercato Tom su Google?,Have you googled Tom?
Sembrava essere annoiata.,She looked like she was bored.
La casa era grande.,The house was big.
"Io avrei potuto ucciderla, però non l'ho fatto.","I could have killed you, but I didn't."
Tom ha bisogno di un lavoro.,Tom needs a job.
Lo sai come funziona?,Do you know how it works?
Pensa che Tom abbia visto Mary?,Do you think Tom saw Mary?
Mi piacciono davvero gli hot dog.,I really like hot dogs.
Fece cinque errori in altrettante linee.,She made five mistakes in as many lines.
Lei gli piace.,He likes her.
Ridammi il telecomando.,Give me back the TV remote.
Era molto strana.,It was very strange.
Lui si è opposto al piano.,He opposed the plan.
Non provate ad imitarla.,Do not try to imitate her.
Quando dovrei ritornare?,When should I come back?
Organizzate il vostro lavoro in diversi capitoli.,Organize your work in different chapters.
Tom ha parlato con lei recentemente?,Has Tom talked to you recently?
Finisci il tuo caffè.,Finish your coffee.
Mary non realizza ciò che ha fatto.,Mary doesn't realize what she's done.
Lei era molto occupata.,She was very busy.
"Io vorrei un po' di tè, per piacere.","I'd like some tea, please."
Lei è sfortunato?,Are you unlucky?
"Beh, cosa vuoi che faccia?","Well, what do you want me to do?"
Anne ha molti ammiratori.,Anne has many admirers.
Lo so che non vi piacciono.,I know you don't like them.
Tom ha ascoltato Mary cantare.,Tom listened to Mary singing.
Tom è stato assente ingiustificato dalla settimana scorsa.,Tom has been AWOL since last week.
Dammene un po'.,Give me a few.
Lui non riesce più a camminare.,He can't walk any more.
Mi dissero che erano disorganizzati.,They told me that they were disorganized.
Io non penso che lei sappia l'ebraico.,I don't think that she knows Hebrew.
Dice che non ha fatto nulla di sbagliato.,He says he's done nothing wrong.
Do priorità alle interazioni rispettose.,I prioritize respectful interactions.
Ho visto il cane.,I saw the dog.
Mary disse che non sapeva dove andare.,Mary said she didn't know where to go.
Mary si è presentata a tutti nella stanza.,Mary introduced herself to everyone in the room.
Noi l'abbiamo provata.,We've tried that.
Loro hanno perso Mary.,They lost Mary.
Stavano sventolando delle bandiere giapponesi.,Japanese flags were flying.
Mary ha detto che voleva un buon lavoro.,Mary said that she wanted a good job.
L'amore è un trucco.,Love is a trick.
Sono un po' paranoica adesso.,I'm a little paranoid now.
L'uomo morirà prima o poi.,Man will die sooner or later.
Io ero nuda.,I was naked.
Tom disse che dovevo studiare il francese.,Tom said I had to study French.
Sono venuto lunedì.,I came on Monday.
Dovreste venire lunedì.,You should come on Monday.
Ci si domanda perché.,We wonder why.
Il sole tramonta prima d'inverno.,The sun sets earlier in the winter.
Tu prenderai parte alla cerimonia?,Will you take part in the ceremony?
Di che cos'hai parlato?,What did you talk about?
L'ho finalmente incontrata oggi.,I finally met her today.
È un errore generalizzare i musulmani come terroristi.,It's a mistake to generalize Muslims as terrorists.
Io ne sono piuttosto sicuro.,I'm pretty certain of that.
Tom vuole sapere com'è.,Tom wants to know what it's like.
Lei provò a rubarmi il ragazzo.,She tried to steal my boyfriend.
Guardi da questa parte.,Look this way.
Tom è più famoso di lei.,Tom is more famous than you are.
Puoi richiamare più tardi?,Can you call back later?
Lei deve lavorare la domenica?,Do you have to work on Sundays?
Cantiamo tutti assieme.,Let's all sing together.
Ha vissuto fino a ottant'anni.,He lived to be eighty years old.
"Per favore, prendete un po' di torta.",Please have some cake.
Loro stanno guardando un film.,They are watching a movie.
Non puoi vederla.,You can't see it.
Vorrei che avessimo più informazioni.,I wish we had more information.
Qualcuno te lo ha detto?,Did anyone tell you that?
Mangiai pane e pepe.,I ate bread and pepper.
Tenetelo al sicuro.,Keep him safe.
Il signor Smith è candidato a sindaco.,Mr. Smith is a candidate for mayor.
L'idea non è male.,The idea is not bad.
Non ti costerà nulla.,It won't cost you anything.
Fa delle domande su tutto.,You ask questions about everything.
"Non mi piacciono le carote. ""Neanche a me.""","I don't like carrots. ""Neither do I."""
Questo libro ci sembra facile.,This book seems easy to us.
È stato inghiottito dall'abisso.,He was swallowed by the abyss.
Mi ricordate la mia ex moglie.,You remind me of my ex-wife.
Non è una ragazza.,You're not a girl.
Tom bevette un frullato proteico.,Tom drank a protein shake.
Tom ha aperto la porta a Mary.,Tom opened the door for Mary.
Le incontrerai domani.,You'll meet them tomorrow.
Penso che noi siamo già troppo in ritardo.,I think we're already too late.
Mandali a casa.,Send them home.
Ha detto che non vuole andare in pensione.,She said she doesn't want to retire.
Sono salita sull'automobile di Tom.,I got into Tom's car.
Questo mi ha fatto pensare a te.,This made me think of you.
Siamo ancora coinvolte.,We're still involved.
Tom ha fatto troppe domande.,Tom asked too many questions.
Ero sposato all'epoca.,I was married at that time.
Hanno accettato la nostra proposta.,They accepted our proposal.
"Quest'uomo è vostro amico, giusto?","This man is your friend, right?"
Spedì loro una lettera.,She sent them a letter.
Non l'ha voluto nessuno.,No one wanted it.
Tom è stato a Boston una volta.,Tom has been to Boston once.
Quanto tempo sei restato?,How long did you stay?
Perché non me ne parli?,Why don't you tell me about it?
Tom ci donò molto denaro.,Tom donated a lot of money to us.
Io ho fatto quello che dovevo fare.,I did what I needed to do.
Ha aperto una birra per lei.,He opened a beer for her.
"Si scuserà, vero?","He's going to apologize, isn't he?"
Il crepuscolo calò sul deserto.,Dusk fell over the desert.
Perché è così scontroso?,Why are you so grumpy?
Cercate di non preoccuparvi per lei.,Try not to worry about her.
Tom farà bene.,Tom is going to do well.
Mi piace mangiare i pomodori.,I like eating tomatoes.
Mi fai sognare.,You make me dream.
Lei non deve darsi tutte queste arie.,You don't have to give yourself such airs.
Tom è stato occupato.,Tom has been busy.
Lo voleva confrontare.,She wanted to confront him.
Temo che Tom non lo possa fare.,I'm afraid Tom can't do it.
Mi sono dovuto fidare di lui.,I had to trust him.
A me piace il mio appartamento.,I like my apartment.
Lei vi sta aspettando adesso.,She's waiting for you now.
Tutti gli alunni stavano prestando attenzione.,All the pupils were paying attention.
Sami assalì Layla.,Sami assaulted Layla.
Quest'acqua ha un buon odore.,This water smells good.
Ordinai della pizza.,I ordered pizza.
Che tipo di telegiornali guarda?,What type of TV news you watch?
Le sue scarpe sono slacciate.,Your shoes are untied.
Non scordò mai di pagare il suo affitto.,She never forgot to pay her rent.
Tom dove ha messo il suo cappotto?,Where did Tom put his coat?
Dicono che lo vogliono fare oggi.,They say they want to do that today.
Io ho provato tutto.,I tried everything.
Tom viveva in un piccolo villaggio di pescatori.,Tom lived in a small fishing village.
Sono bagnata fradicia.,I'm soaking wet.
Giocavo a basket.,I played basketball.
Tom sta decorando la sua stanza.,Tom is decorating his room.
Credo che voi abbiate fatto la cosa giusta.,I believe you did the right thing.
Io non pagai niente.,I paid nothing.
Ha convinto l'insegnante.,She convinced the teacher.
Perché impara il francese?,Why do you learn French?
Fumare è una cattiva abitudine.,Smoking is a bad habit.
Mary ha perso la sua carta d'imbarco.,Mary lost her boarding pass.
Non lo possiamo lasciare qui.,We can't leave him here.
Vai a svegliarlo.,Go and wake him up.
Fadil ha drogato Layla.,Fadil drugged Layla.
Loro vengono dallo stesso villaggio.,They come from the same village.
Non hai confermato.,You didn't confirm.
È quello che vuole il governo?,Is that what the government wants?
Mi ha detto che voleva vincere.,She told me that she wanted to win.
"Per piacere, gli dica che è urgente.",Please tell him it's urgent.
Tom è un bersaglio facile.,Tom is an easy target.
Perché sta provando a farlo?,Why are you trying to do that?
Le dica di cos'ha bisogno.,Tell her what you need.
Voi volete andare a nuotare o no?,Do you want to go swimming or not?
Avete vinto il trofeo?,Did you win the trophy?
Sto cercando di evitarla.,I'm trying to avoid her.
Ho il peggior lavoro al mondo.,I have the worst job in the world.
Come lo sai di lei?,How do you know about her?
Ha una piscina.,He has a swimming pool.
Le persone sono amichevoli in Australia.,People are friendly in Australia.
Gli studi sono in inglese.,The studies are in English.
Datemi una scelta.,Give me a choice.
Ha visto il nuovo segretario di Tom?,Have you seen Tom's new secretary?
Sa di essere una ballerina terribile.,She knows she's a terrible dancer.
"Non è sempre occupata, vero?","She isn't always busy, is she?"
Tom giocò con i suoi gatti.,Tom played with his cats.
Lui tirò fuori la sua penna.,He got out his pen.
Come può aiutarla?,How can you help her?
Quel prezzo include le tasse?,Does that price include tax?
Sono andato a vedere i miei genitori.,I went to see my parents.
Perché è qua invece che con Tom?,Why are you here instead of with Tom?
"Mi dispiace, io non parlo francese.","I'm sorry, I don't speak French."
"È pigra, vero?","You're lazy, aren't you?"
Sembrava un dottore?,Did he look like a doctor?
Sanno tuti che la ama.,Everyone knows you love her.
Lei come ha conosciuto Tatoeba?,How did you learn about the Tatoeba Project?
Si lavò via il sangue dalle mani.,She washed the blood off her hands.
Voglio essere una persona migliore.,I want to be a better person.
Benvenuta nella nostra prima classe in italiano.,Welcome to our first class in Italian.
Andrò a Londra l'anno prossimo.,I'll go to London next year.
Ho un messaggio per lei da parte sua.,I have a message for you from her.
Sembra che Tom e Mary siano infastiditi.,Tom and Mary look like they're annoyed.
Sono solo io?,Is it just me?
Io ho ordinato una grammatica turca ieri.,I ordered a Turkish grammar yesterday.
Quando avete conosciuto Tom?,When did you get to know Tom?
Dove ha imparato a fare da babysitter?,Where did she learn to babysit?
Perché siete in chiesa?,Why are you in the church?
Tom e Mary erano semplicemente fortunati.,Tom and Mary were just lucky.
Dov'è che hai trovato questa chiave?,Where was it that you found this key?
Sembra che sia scioccato.,He looks like he's shocked.
Quanti ce ne sono nella sua classe?,How many are there in your class?
Potete usare il dizionario.,You can use the dictionary.
Non la baciai.,I didn't kiss her.
Comprò della cocaina da lui.,She bought cocaine from him.
Ha davvero ferito Tom.,You really hurt Tom.
Lei ha visto Tom la scorsa notte?,Did you see Tom last night?
La Russia potrebbe invadere l'Ucraina.,Russia could invade Ukraine.
Smettetela di prendervi gioco di me!,Stop making fun of me!
"Oh, non siate così.","Oh, don't be like that."
Fingevano di essere addormentati.,They pretended they were asleep.
"Sono spiacente, quel volo è al completo.","I'm sorry, that flight is full."
"Mary è ancora qui, vero?","Mary is still here, isn't she?"
Lei è così stupido.,You are so stupid.
La macchina di Tom era ricoperta di muschio.,Tom's car was covered in moss.
Ha il numero sbagliato.,You have the wrong number.
Che ora è a Tokyo?,What time is it in Tokyo?
Nessuno ha chiesto il suo aiuto.,No one asked for your help.
Ha baciato suo cugino.,She kissed her cousin.
Perché era arrabbiato?,Why were you angry?
Mennad ordinò un'altra bottiglia di rum.,Mennad ordered another bottle of rum.
Ti è piaciuta la pizza?,Did you enjoy the pizza?
Voi che cosa fate quest'estate?,What are you doing this summer?
Scambia informazioni in modo efficiente.,She exchanges information efficiently.
Mi taglia i capelli.,He cuts my hair.
Le dica cosa le serve.,Tell her what you need.
Tom sta mangiando.,Tom is eating.
È meglio equipaggiato per affrontare le sfide.,He's better equipped to face challenges.
Me l'ha detto prima.,You've told me that before.
Perché hai dimenticato la parola?,Why have you forgotten the word?
Sto attraversando dei cambiamenti.,I'm going through changes.
Tom dovrà aspettare qui.,Tom will need to wait here.
Spero che avremo un Natale bianco.,I hope we have a white Christmas.
Mary era in anticipo per il suo appuntamento.,Mary was early for her appointment.
Che auto ha comprato?,Which car did you buy?
C'è qualcosa che si muove laggiù.,There's something moving down there.
Ha detto di avere rotto il bicchiere.,She said that she broke the glass.
Tom lo sta facendo per i soldi.,Tom is doing that for the money.
Tom è nato fortunato.,Tom was born lucky.
Ha una biro o una matita?,Do you have a pen or pencil?
Non mi mancherà Tom.,I won't miss Tom.
Non mi fissare.,Don't stare at me.
Non ho pensato a Tom.,I didn't think about Tom.
È popolare fra i suoi colleghi.,He's popular among his colleagues.
Parlo un po' di francese.,I speak a little French.
"Per favore, ditemi come avviare il motore.",Please tell me how to start the engine.
"Sto dicendo la verità, Tom.","I'm telling the truth, Tom."
Qual è il vostro tipo preferito di sushi?,What's your favourite type of sushi?
È molto complicato.,It's very complicated.
Li hai veramente ingannati.,You really fooled them.
"Tom è scalzo, però Mary no.","Tom is barefoot, but Mary isn't."
Parlerò con lei stasera.,I'll talk to you tonight.
Di solito studio la matematica alla sera.,I usually study math in the evening.
Il vino era eccezionale.,The wine was outstanding.
Io pensavo che Tom fosse divertente.,I thought Tom was funny.
Non dimenticherò mai la sua risposta.,I will never forget his answer.
Chieda loro di non andare lì.,Ask them not to go there.
Ho finalmente battuto Tom a scacchi.,I finally beat Tom at chess.
Mi piace il caffè senza zucchero.,I like my coffee without sugar.
Lui ha preso il suo libro.,He took his book.
Mi copra le spalle.,Watch my back.
Ci sono due piatti sul tavolo.,There are two plates on the table.
Sarete così felici qui.,You're going to be so happy here.
È chiaro che lui è colpevole.,It is clear that he is guilty.
È stupido da parte tua averlo nascosto.,It's foul of you to have concealed it.
"Non lo conosce, vero?","You don't know him, do you?"
Ammise che non era preparato.,He admitted he wasn't prepared.
Cos'avete mangiato per pranzo oggi?,What did you eat for lunch today?
Ho portato lo spray contro gli orsi.,I brought the bear spray.
È stato povero?,Have you been poor?
Non c'eravate nemmeno.,You weren't even there.
È molto divertente imparare l'esperanto.,It's a lot of fun to learn Esperanto.
Sembra che io non sia fortunato oggi.,It seems that I'm not lucky today.
Disse che era innamorata di voi.,She said she was in love with you.
Mi sento al sicuro.,I feel safe.
Tom mangiò molto.,Tom ate a lot.
Dammi il telefono.,Give me the phone.
Torni a casa e chiami la polizia!,Go back home and call the police!
