word,translation
Yo creo que mantener las promesas es importante.,I think it's important to keep a promise.
Tengo el dinero que necesito.,I have the money I need.
Él ya ha terminado sus deberes.,He has already finished his homework.
Ésta no es mi cartera.,This isn't my wallet.
¡Haré todo lo que digas!,I will do anything you say!
Estoy muy preocupada por mi hijo.,I'm really worried about my child.
Este libro es demasiado caro para mí.,This book is too expensive for me.
Cuando llegué a casa tenía mucha hambre.,"When I got home, I was very hungry."
Mi sobrina es de Libia. Ella es libia.,My niece is from Libya. She is Libyan.
Tom puso su iPad sobre la mesa.,Tom put his iPad on the table.
Tengan mucho cuidado.,Be very careful.
Lo que Tom hizo fue increíblemente estúpido.,What Tom did was incredibly stupid.
Nosotras debemos seguirlas.,We must follow them.
La traté como a mi propia hija.,I treated her as my own daughter.
Leila vive en Yemen.,Leila lives in Yemen.
¿Qué hacés ahí arriba?,What are you doing up there?
La lámpara colgaba del techo.,The lamp hung from the ceiling.
El lunes va a nevar.,It's going to snow Monday.
¿Por qué no te disculpas y pides perdón?,Why not apologize and ask for his pardon?
La fruta sabe dulce.,The fruit tastes sweet.
La verdad es una mentira.,Truth is a lie.
Yo no le había dicho nada.,I haven't told him anything.
Él es muy rápido corriendo.,He can run so fast!
Fui acusado injustamente.,I was unjustly accused.
Quiero que regreses conmigo.,I want you to come back with me.
"Él es rico, no necesita dinero.",He's rich; he doesn't need money.
Tiene una sonrisa preciosa.,She has a beautiful smile.
Tenemos suficiente agua.,We have enough water.
No soy tu amigo.,I'm not your friend.
Ella está enfadada contigo.,She is mad at you.
Él solo llevaba cien yenes.,He had only one hundred yen with him.
La niña caminó lentamente.,The girl walked slowly.
¿Sabés dónde está mi libro de cocina?,Do you know where my recipe book is?
Logramos todo lo que quisimos hacer.,We accomplished everything we wanted to.
"Te amo, España.","I love you, Spain."
¿La cena está lista?,Is dinner ready?
¿Saldrá el tren a tiempo?,Will the train leave on time?
Mis zapatos nuevos chirrían.,My new shoes squeak.
¡Eres un vago!,You are lazy!
Competí con él por el primer lugar.,I competed with him for the first prize.
Le curó las heridas.,She took care of his wound.
Voy a recordar este incidente para siempre.,I'll remember this incident forever.
El bebé estuvo llorando toda la noche.,The baby cried all night.
Habla fatal inglés.,He speaks English terribly.
No soy capaz de entenderlo.,I just can't fathom it.
"Por favor, manténgase a la espera.",Please hold the line.
Este es un león.,This is a lion.
Solo quería desearte suerte.,I just wanted to wish you luck.
Este está roto.,This one's broken.
A Tom le gustas.,Tom likes you.
Podemos visitar a Tom el lunes.,We can visit Tom on Monday.
¿Estás pensando en mí?,Are you thinking about me?
Él no se tomó la leche.,He didn't drink the milk.
Alofi es la capital de Niue.,Alofi is the capital of Niue.
Te lo debo todo.,I owe it all to you.
Todas las lenguas tienen dialectos.,All languages have dialects.
La amenaza es real.,The threat is real.
Deberías hablar con Tom.,You should talk to Tom.
Vení y te voy a demostrar quién soy.,Come and I'll show you who I am.
¿Qué hacer en caso de incendio?,What to do in case of a fire?
Hay otro error aquí.,There's another mistake here.
Estoy adivinando que es tuyo.,I'm guessing it's yours.
Nancy es una enfermera hábil.,Nancy is a capable nurse.
Salimos del ascensor.,We're getting out of the elevator.
Mi nueva novia es china.,My new girlfriend is Chinese.
No podía evitar reírme de sus bromas.,I could not help laughing at his jokes.
Tom montó el caballo a pelo.,Tom rode the horse bareback.
¿Cómo se llama él?,What is his name?
Dejá de ser tan ingenuo.,Stop being so naive.
¿Por dónde queda más cerca?,Which way is the nearest?
Los turcos y los kurdos son hermanos.,Turks and Kurds are brothers.
No creo que tarde mucho.,I don't think it'll take long.
¿Qué te puedo conseguir hoy?,What can I get you today?
Está interesada en la música.,She is interested in music.
El amor ama amar el amor.,Love loves to love love.
¿Cómo de lejos fuiste?,How far did you go?
No hay regla sin excepción.,There is no rule without exceptions.
Sé que estáis enamoradas de mí.,I know that you're in love with me.
Quiero información específica.,I want specific information.
¿Te importaría ayudarme?,Would you mind helping me?
Tom no tenía que venir tan temprano.,Tom didn't need to come so early.
Hubo una explosión.,There was an explosion.
Fue un honor.,It was an honor.
Esa aula es demasiado pequeña.,That classroom is too small.
Nuestro profesor lucía enfadado.,Our teacher seemed angry.
No dejes que él vea esta película.,Don't let him watch this film.
No debes llegar tarde a la escuela.,You must not be late for school.
Abordémoslo desde otra perspectiva.,Let's approach this from a different angle.
¿Dónde se ubica la embajada griega?,Where is the Greek embassy?
El perro se movió bruscamente ante el extraño.,The dog leaped at a stranger.
Los gemelos son clones.,Twins are clones.
La hipocresía es mi aversión.,I hate hypocrisy.
La ciclópea muralla no terminaba nunca.,The massive wall never ended.
¿Por qué está sentado aquí en la oscuridad?,Why are you sitting here in the dark?
Tuvieron un bebé la semana pasada.,They had a baby last week.
Una persona comenzó a correr detrás de mí.,Someone started running behind me.
Está más claro que el agua.,It's as clear as crystal.
Todavía faltan algunos meses hasta diciembre.,It's still a few months until December.
No quiero tu dinero.,I don't want your money.
No eres divertido.,You're not funny.
¿Puedo decir algo?,May I say something?
Tom llamó a Mary y canceló su cita.,Tom called Mary and canceled their date.
¿Vendrás al pueblo?,Will you come to town?
Dejadla en paz.,Leave her alone.
Te quiero hacer feliz para siempre.,I want to make you happy forever.
¿Sabes dónde trabaja ella?,Do you know where she works?
Es músico y toca varios instrumentos.,He's a musician and plays several instruments.
El negocio absorbe todo su tiempo.,Business absorbs all his time.
A mi hermana le gustan mucho las fresas.,My sister really likes strawberries.
¿Es por eso?,Is that why?
¿Has terminado de leer el libro?,Have you finished reading the book?
Contribuyan a Tatoeba.,Contribute to Tatoeba.
Ellos dejarán Japón mañana.,They are leaving Japan tomorrow.
Tom olvidó comprar dentífrico.,Tom forgot to buy toothpaste.
Pero dormía como un bebé.,But he slept like a baby.
Su última obra tuvo un gran éxito.,His last play was a great success.
Jane se quedó callada durante un buen rato.,Jane kept silent for a long time.
El perro le trajo su periódico.,The dog brought him his paper.
Es la dentadura postiza de mi abuela.,They're my grandma's dentures.
¿Sabes lo que has hecho?,Do you know what you've done?
Estas no son más que meras abstracciones.,These things are mere abstractions.
¿Desde cuándo aprendes japonés?,Since when do you learn Japanese?
Pásame esa caja de alfileres.,Hand me that box of pins.
No estoy acostumbrado a eso.,I'm not used to it.
¿Me llevas allá?,Will you take me there?
No dejes caer ese vaso.,Don't drop that glass.
Nunca más mencionó el incidente.,He never referred to the incident again.
El chocolate sabe dulce.,Chocolate tastes sweet.
Dime en dónde viven ustedes.,Tell me where you live.
Nada nos va a distraer.,Nothing will distract us.
"Yo sabía que eras tú, Tom.","I knew it was you, Tom."
Esta aspiradora mete mucho boche.,This vacuum cleaner makes a lot of noise.
Ya me voy.,I'm leaving now.
No parecen ustedes demasiado entusiasmadas.,You don't seem too enthusiastic.
Tom va a la escuela andando.,Tom goes to school on foot.
Intenta no llegar tarde mañana.,Try not to be late tomorrow.
Necesito saber tu respuesta para el viernes.,I need to know your answer by Friday.
No tengo nada que hacer ahora.,I have nothing to do now.
Le estoy hablando a mi hermana.,I am talking to my sister.
Fue al templo.,She went to the temple.
¿Estabas tú informado de eso?,Were you aware of that?
Ella confiaba en ti.,She trusted you.
Solamente dile a Tom que lo estoy buscando.,Just tell Tom I'm looking for him.
Sally tiene dos años más que Ken.,Sally is two years older than Ken.
No necesito protección.,I don't need protection.
Trabajamos con Tom.,We worked with Tom.
Tom recibió un trozo pequeño de pastel.,Tom got a small portion of pie.
Haz caso a lo que te ha dicho.,Take heed of her advice.
Robar dinero es malo.,It is wrong to steal money.
Tengo que descansar.,I must rest.
He perdido vuestra dirección de correo electrónico.,I lost your email address.
Perdí el último tren.,I missed the last train.
Debes tener en mente mi consejo.,You must bear my advice in mind.
Yanni ha cambiado.,Yanni has changed.
Gracias por escuchar.,Thank you for listening.
La radio se detuvo.,The radio stopped.
Preparé desayuno para ustedes.,I prepared breakfast for you.
¿Por qué es tan pequeño?,Why's it so small?
El viento voló el techo de nuestra casa.,The wind ripped the roof off our building.
Estoy atrapado en Boston.,I'm stuck in Boston.
Ella recibe clases privadas de piano.,She takes private piano lessons.
¿Esta es su casa?,Is this your house?
Ese libro grande es mío.,That big book is mine.
Tu pieza es grande.,Your room is big.
Murió de viejo el año pasado.,He died last year of old age.
¿Sabes a qué me refiero?,Do you know what I mean?
¿Ella te ha contactado?,Has she contacted you?
Ningún pirata que se precie llevaría eso.,No self-respecting pirate would wear that.
Sami tenía una vida cómoda.,Sami lived a comfortable life.
¿Puedo hablar ahora contigo?,May I talk to you now?
¿Cómo puedo confiar en usted?,How can I trust you?
Te dije que te quedaras quieta.,I told you to stay put.
Estamos buscando sobrevivientes.,We're looking for survivors.
¿Te encontraste con ella?,Did you meet her?
"Sí, creo que está bien.","Yes, I think it's okay."
Tom nunca dijo nada.,Tom never said anything.
Ella tiene mucho miedo a la oscuridad.,She is very afraid of the dark.
Los padres aman a sus hijos.,Parents love their children.
Nuestras carteras fueron robadas.,Our wallets were stolen.
¿Cuándo llegaremos a Barcelona?,When will we arrive at Barcelona?
No debería haber hecho eso sola.,I shouldn't have done that alone.
¿Qué piensas sobre la juventud de hoy?,What do you think about young people today?
Era bastante chulo.,It was pretty cool.
Correr hace bien para la salud.,Running is good for the health.
Dame pasta de dientes para comer.,Give me toothpaste to eat.
Tom no tenía que venir tan pronto.,Tom didn't have to come so early.
Mary jugó a la tanga.,Mary played hopscotch.
No ha visto a nadie.,He didn't see anybody.
"Te toca, inténtalo.",Now you try.
Tom ni pudo decir adiós.,Tom didn't even get to say goodbye.
Hay alguien afuera.,There's someone outside.
Él es una mala influencia.,He's a bad influence.
Esta toalla es para ti.,Here's a towel that you can use.
¿Es usted tan alto como yo?,Are you as tall as me?
El puente Golden Gate está hecho de hierro.,The Golden Gate Bridge is made of iron.
Quisiera un vaso de cerveza.,I'd like a glass of beer.
¿Cuánto tiempo tu piel ha estado amarillenta?,How long has your skin been jaundiced?
Mis piernas todavía tiemblan.,My legs are still shaking.
El barco sale a las siete.,The ship leaves at seven o'clock.
Su nariz sangraba.,His nose bled.
Yo no estaba sólo.,I wasn't alone.
Le tiene miedo a la sangre.,He is afraid of blood.
Mary decía que anoche vio un ovni.,Mary said she saw a UFO last night.
Raramente va él a la iglesia.,He seldom goes to church.
"No te me acerques, estoy resfriado.",Don't come near me. I have a cold.
Mi mamá me hizo un suéter.,My mother made a sweater for me.
"Para preservar la vida, debes prepararte para morir.","To preserve life, you must prepare to die."
Tomás no es un buen trabajador.,Tom isn't a good worker.
Sabía que es un mentiroso.,I knew he was a liar.
Llorá todo lo que quieras.,Cry all you want.
Espero que Tom se divierta.,I hope Tom has fun.
Canto mientras cocino.,I sing when I cook.
Él es famoso como pianista.,He is famous as a pianist.
Mary es mi prometida.,Mary is my fiancée.
Él pela su manzana.,He peels her apple.
Soy alérgica al polvo.,I'm allergic to dust.
Mételo en una bolsa de papel marrón.,Put it in a brown paper bag.
Es una habitación pequeña.,It's a small room.
Esto es único.,This is unique.
¡No andes en bata por la casa!,Don't walk around the house in a robe!
Gracias por hervir el agua.,Thank you for boiling the water.
Adoro el sonido de su nombre.,I love the sound of his name.
"Por favor, pásame la sal.",Please pass me the salt.
Tiene buen corazón.,She's kind at heart.
La niñita vivía en Brasil.,The little girl lived in Brazil.
El propio Satán evitaría meterse con Yanni.,Satan himself would avoid messing with Yanni.
¿Y qué tal si él no llama?,And what if he doesn't call?
Algunos de ellos son profesores.,Some of them are teachers.
Él es médico y también escritor de novelas.,He is a doctor and also a novelist.
Él dejó de fumar hace dos años.,He gave up smoking two years ago.
¿Podéis esperar aquí solo un momento?,Would you mind waiting here just a moment?
¿Quién se robó mi canasto con la carne?,Who stole my basket with the meat?
"No puedo esperar más, lo siento mucho.","I can't wait any longer, I'm so sorry."
Te recomiendo que leas esa novela.,I recommend that you read that novel.
La fidelidad es una virtud.,Faithfulness is a virtue.
No confíes en extraños.,Do not trust strangers.
Ella es una conductora terrible.,She's a terrible driver.
Ya no recuerdo su nombre.,I don't remember her name anymore.
"Tras eso, se quitó las gafas.",He took off his glasses after that.
Corre un poco cada día.,Run a little each day.
¿Es que estoy paranoico?,Am I just being paranoid?
No bebáis alcohol.,Don't drink alcohol.
Juguemos al tenis esta tarde.,Let's play tennis in the afternoon.
Eso es malo para tu espalda.,It's bad for your back.
Le dije a Tom lo que sé.,I told Tom what I know.
Todavía funciona a veces.,It still works sometimes.
¿Fracasó de nuevo?,Did he fail again?
¿Cuándo fue la última vez que nos vimos?,When was the last time we met?
Hace siglos que Mary no lava su coche.,Mary hasn't washed her car in ages.
Lo dejé leer los cómics.,I let him read the comics.
Tengo que saberlo.,I have to know.
¡Es muy fácil!,It's super easy!
Tom no puede ocultar más la verdad.,Tom can't hide the truth anymore.
Todos piensan que soy un misterio.,Everyone thinks I'm a mystery.
Tom todavía no entiende.,Tom still doesn't understand.
A él le avergüenza su cuerpo.,He's ashamed of his body.
¿Y si os equivocáis?,What if you're wrong?
Tal vez debí haberle dicho.,Maybe I should've told her.
Tú parecías estar desorientado.,You looked like you were baffled.
No quería que lo supiera mi mamá.,I didn't want my mom to know.
Mi equipaje se perdió en tránsito.,My baggage was lost in transit.
"Por favor, dígame si le duele.",Please tell me if it hurts.
Ken estudió anoche.,Ken studied English last night.
No entiendo lo que dice usted.,I cannot understand what you say.
Nunca antes había visto yo un champiñón verdoso.,I've never seen a greenish mushroom.
¿Podrá usted encontrar el camino sin dificultad?,Can you find your way all right?
Mamá está jugando al tenis.,Mom is playing tennis.
Nuestro futuro está en nuestras manos.,Our future is in our hands.
Esto va a ser genial.,That's gonna be great.
Judy mandó a los niños al dormitorio.,Judy sent her children to bed.
¡Debo estar hablando chino!,I must be speaking Chinese!
¿Dónde estoy ahora?,Where am I now?
Ella le aconsejó que no lo hiciera.,She advised him against doing it.
Yo no nací ayer.,I wasn't born yesterday!
Solo estamos hablando.,We're just talking.
Me acabo de enterar.,I just got the word.
Tom es ligeramente extraño.,Tom is a bit strange.
Realizó el trabajo sin ninguna dificultad.,She did the work without any difficulty.
Ziri dejó que Rima se marchara a casa.,Ziri allowed Rima to go home.
Somos primos y primas.,We are cousins.
"Pienso, por lo tanto existo.","I think, therefore I am."
Los ratones no tienen nietos.,Mice don't have grandchildren.
No encontraron nada.,They didn't find anything.
En la carnicería tienen carne.,There's meat at the butcher's.
¿A qué hora es el almuerzo?,What time is lunch?
Tom fingió no saber la respuesta.,Tom pretended not to know the answer.
Yo estaba nadando en el río.,I was swimming in the river.
Esto está malo.,This is ugly.
¿Preferiría ir a pescar o ir de caza?,Would you rather go fishing or go hunting?
No hay sal en este salero.,There's no salt in this shaker.
Yo hablé hasta quedar ronco.,I talked myself hoarse.
Dalo por hecho.,No sooner said than done.
No me preguntes.,Don't ask me.
Tom tiene un piano.,Tom has a piano.
Tom se había quedado mudo.,Tom was speechless.
¡Baja la música!,Turn that music down!
¿Es bueno decir siempre la verdad?,Is it always good to tell the truth?
He disfrutado de su compañía.,I enjoyed your company.
Todos parecen sorprendidos y algo confusos.,Everybody looks surprised and a little confused.
Tenemos que atrapar vivo al león.,We've got to catch the lion alive.
Ella es mayor que yo por seis años.,She is senior to me by six years.
Creo que se ha acabado.,I believe it's finished.
Aquí está mi número de cuenta.,Here's my account number.
Mi francés es terrible.,My French is terrible.
¿Es el hexano tóxico?,Is hexane toxic?
Ninguno de nosotros sabe vietnamita.,None of us know Vietnamese.
Queremos una alfombra nueva.,We want a new carpet.
El señor Berg los está ayudando.,Mr. Berg is helping you.
¿Es usted bipolar?,Are you bipolar?
¿Cuál es la profesión de Tom?,What's Tom's profession?
Aún no hemos comprado un árbol de Navidad.,We haven't yet bought a Christmas tree.
Lo pasó mal.,It went badly.
No me gustan las manzanas.,I don't like apples.
Papá no come mucha fruta.,Father does not eat much fruit.
No podemos sobrestimar su capacidad.,We cannot overestimate her ability.
Igor liberó a Anna de las esposas.,Igor freed Anna from the handcuffs.
El hombre le robó su bolso.,The man robbed her bag.
¿Recibiste mi mensaje?,Did you get my message?
Deja el pasado atrás y sigue adelante.,Leave the past behind and go on.
La conozco muy bien.,I know her very well.
En este momento estoy ocupado.,I'm busy at the moment.
No olvides el pasado.,Don't forget the past.
Tom quería dejar las cosas claras.,Tom wanted to set the record straight.
¡Aún no me quiero ir a la cama!,I don't want to go to bed yet.
Entramos en el cine gratis.,We entered the cinema for free.
Tom no puede escribir ni su propio nombre.,Tom can't even write his own name.
La curiosidad está en mi sangre.,Curiosity runs in my blood.
Nadie le está pidiendo dinero.,Nobody's asking you for money.
Meg consiguió muchos nuevos amigos.,Meg acquired many new friends.
Ella fotografió la casa,She photographed the house.
Tom tendrá éxito.,Tom will succeed.
María es alta y fuerte.,Mary is tall and strong.
Todos se enfermaron.,Everyone got sick.
¿Quién inventó las gafas?,Who invented glasses?
Tom no tiene una hermana.,Tom doesn't have a sister.
Ella no quiere que él recoja las flores.,She doesn't want him to pick the flowers.
Rara vez viajo.,I rarely travel.
No puedo comer.,I can't eat.
Tomás no debería llorar más.,Tom isn't likely to cry anymore.
Sabía que ganaríamos.,I knew we'd win.
Poseidón está enojado.,Poseidon is angry.
Un tercio de nueve es tres.,One third of nine is three.
El suelo está muy resbaloso.,The floor is very slippery.
Las rosas florecen en primavera.,The roses bloom in spring.
¿Dónde está mi bastón?,Where's my cane?
Tengo que pasar este examen.,I have to pass this exam.
Ella tomó prestada una sierra del granjero.,She borrowed a saw from the farmer.
Ella practicó diferentes deportes durante su adolescencia.,She practiced different sports during her adolescence.
No ganó nada con decirme eso.,He gained nothing by telling me that.
Parecía que Tom se estaba divirtiendo.,It looked like Tom was enjoying himself.
Anoche vi a Tom.,I saw Tom last night.
Fui a esa fiesta.,I went to that party.
¿Puedes leerme este texto?,Can you read this text for me?
Nunca se me ocurren ideas brillantes.,Bright ideas never occur to me.
¡No llegues demasiado tarde al trabajo!,Don't come to work too late!
Ése fue un detalle bonito.,That was a nice touch.
Será mejor si entras.,You'd better come in.
¿Qué hay de mal querer dormir para siempre?,What's wrong with wanting to sleep forever?
Ella lo trajo adonde nosotros.,She brought him to our place.
Esto no es natural.,This is not natural.
Ella está comiendo fruta.,She's eating fruit.
"Si quieren un sándwich, levanten la mano.","If you want a sandwich, raise your hand."
¿Qué le ha pasado?,What happened to him?
¿Qué edad tiene tu madre?,How old is your mother?
Pensé que te ibas de Boston.,I thought you were leaving Boston.
¿Cuál es su comida favorita?,What's your favorite food?
Fue un accidente.,It was an accident.
Tiene pesadillas todas las noches.,He has nightmares every night.
¿Alguna vez has vomitado en un bus?,Have you ever thrown up in a bus?
No es más que un libro.,It's only a book.
A Sami le gusta Spiderman.,Sami likes Spiderman.
No quise molestarte.,I didn't want to disturb you.
Este coche es parecido al mío.,This car looks like mine.
No es lo que usted dijo.,That's not what you said.
Tom y Mary casi están en casa.,Tom and Mary are nearly home.
Tom se cayó en el sofá.,Tom slumped on the couch.
Su cumpleaños es el cinco de mayo.,His birthday is May 5th.
Somos todos hijos de Dios.,We all are God's sons.
Tom fue hallado muerto en su habitación.,Tom was found dead in his room.
Dame su foto.,Give me her picture.
Las elipses tienen tanto que ocultar...,Ellipses have so much to hide....
Intento beber siempre leche en el desayuno.,I always try to drink milk at breakfast.
Dame algo de beber.,Give me something to drink.
Lleve al herido al hospital.,Carry the injured to the hospital.
Los ríos se inundaron con la lluvia torrencial.,The rivers were flooded by the heavy rain.
¿Has visto a la nueva novia de Tom?,Have you seen Tom's new girlfriend?
¿Y el amarillo?,And the yellow one?
Habla cuanto quieras.,Talk as much as you like.
Le gusta trabajar en el jardín.,He likes to work in the garden.
Tom no puede ver nada sin sus lentes.,Tom can't see anything without his glasses.
Celebro mucho verle a usted.,I'm certainly glad to see you.
Vivía en Roma.,I lived in Rome.
He cambiado el retrete.,I replaced the toilet.
Yo tengo la misma edad.,I am the same age.
Abuela fue a recoger unos arándanos.,Granny went to pick some blueberries.
Él tiene un cargo importante en la compañía.,He holds an important position in the company.
La área recreativa sigue abierta al público.,The recreation area remains open to the public.
Matemáticas es una buena asignatura.,Mathematics is a good subject.
Por favor muéstrame la camisa verde.,Please show me the green shirt.
Jane tiene cinco bolsos de mano.,Jane has five handbags.
Todo estaba planeado.,It was all planned.
¿Tú sabes hablar húngaro?,Do you speak Hungarian?
Él le indicó el camino.,He showed her the way.
Tom es viejo.,Tom is old.
Creía que eras más viejo.,I thought you'd be older.
Tom es pesimista.,Tom is pessimistic.
Ellos dos son mis colegas.,Both are my colleagues.
Alguien se lo trajo.,Someone brought it to him.
Mónica no estudió mucho.,Monica didn't study a lot.
Soy tu novio.,I'm your boyfriend.
Este libro es para usted.,This book is for you.
No está permitido fumar en este restaurante.,Smoking isn't allowed in this restaurant.
Fue un trabajo bastante difícil.,It was real hard work.
No tengas miedo de conocer a gente nueva.,Don't be scared to meet new people.
¿Quién le escribió a Tom?,Who wrote to Tom?
"Por favor, no me interrumpas mientras estoy hablando.",Please don't interrupt me while I'm talking.
Comimos pez espada.,We ate swordfish.
Él no quiere hablar de eso.,He doesn't want to talk about it.
Mi padre se va recuperando de a poco.,My father is getting better by degrees.
Le hace ascos a todo.,He turns up his nose at everything.
La sopa está demasiado caliente.,The soup is too hot.
Tomás dijo que a María le va bien.,Tom said that Mary is doing just fine.
¿Por qué estás hoy ocupado?,Why are you busy today?
En mi barrio hay un gran supermercado.,There is a big supermarket in my neighborhood.
La conferencia transcurrió según el plan.,The conference went on according to plan.
Tom tomó una siesta por treinta minutos.,Tom took a nap for thirty minutes.
Esto es tan chistoso.,This is so hilarious.
"No, aún no.","No, not yet."
John sacó una llave de su bolsillo.,John took a key out of his pocket.
Esa casa es muy pequeña.,That house is very small.
Ella tenía conocimiento de su mirada.,She was aware of his eyes.
¿Le queda bien el vestido?,Does the dress fit well?
Últimamente he perdido peso.,I've lost weight recently.
Pintamos al viejo cansado.,We paint the tired old man.
Soy un traductor.,I am a translator.
En esta tienda hablan en esperanto.,In this store they speak in Esperanto.
Vi cómo un gato perseguía a un perro.,I watched a cat chase a dog.
Estoy cansada de escribir.,I'm tired of writing.
Es muy práctico.,That's very handy.
"Estoy libre cada día, excepto por lunes.",I'm free every day except Monday.
Ella odia las setas.,She hates mushrooms.
Estuve todo el día encadenado al escritorio.,I was chained to the desk all day.
Quisiera hacer unas cuantas pruebas más.,I'd like to run a few more tests.
Finalmente dejó de llover.,It's finally stopped raining.
Tom es un satanista.,Tom is a Satanist.
Tom le mandó unas flores a Mary.,Tom sent Mary some flowers.
"Tom es un mentiroso, ¿no lo es?","Tom is deceitful, isn't he?"
Hoy tengo un fuerte dolor de cabeza.,I have a bad headache today.
¿Estaba Tom enojado?,Was Tom angry?
No lo vuelvas a hacer.,Don't do it again.
Sólo deseaba echar una mano al equipo.,I just wanted to help the team.
Siempre supe que podías hacerlo.,I always knew you could do it.
Tom es un hombre extremadamente apuesto.,Tom is an extremely good-looking man.
¿No es eso solo una historia?,Isn't just that a story?
Este castillo es bonito.,This castle is beautiful.
"Te acuerdas de Tom, ¿verdad?","You remember Tom, don't you?"
¿Te has mareado alguna vez en un avión?,Have you ever felt dizzy on a plane?
No entiendo el significado de esta palabra.,I can't understand the meaning of this word.
Bienvenido a nuestra primera clase de italiano.,Welcome to our first class in Italian.
Tú pagas por calidad.,You pay for quality.
Le cree a Tomás.,He believes Tom.
"Mientras tú juegas, yo voy a estudiar.","While you play, I'm going to study."
¿Quién es aquel hombre?,Who is that man?
Él a menudo se embarca en metas imposibles.,He often goes off on wild goose chases.
Lea usted lo que dice la etiqueta.,Read what's on the label.
Ellas no hicieron nada.,They didn't do anything.
¿Cuánto te estoy pagando?,How much am I paying you?
Conocí tanto a la escritora como al libro.,I knew both the writer and the book.
Tom no tiene experiencia.,Tom has no experience.
¿Puede enmarcar esta foto?,Can you frame this picture?
No aprendí nada.,I didn't learn anything.
Amaba a Tom.,I liked Tom.
Al fin cumplió mi petición.,He finally fulfilled my request.
No indagues en mi vida privada.,Don't pry into my private life.
No tengo una opinión sobre eso.,I don't have an opinion on that.
Tom saca buenas notas en francés.,Tom gets good grades in French.
Dime cómo se juega el juego.,Tell me how to play the game.
¿Cómo se dice XXX en inglés?,How do you say XXX in English?
Ella no hace más que quejarse.,She does nothing but complain.
Yo solo necesito saber la verdad.,I just need to know the truth.
Él puso la ropa en el abrevadero.,He put the clothes in the trough.
Troya fue tomada por los griegos.,Troy was captured by the Greeks.
¿Qué pasó allá abajo?,What happened down there?
Ese cubo está rebosando.,That bucket is overflowing.
Tom se derrumbó y lloró.,Tom broke down and cried.
La zanahoria es buena para la sopa.,The carrot is good for soup.
Probaremos a hacerlo otra vez.,We'll try again.
No iré a la ciudad.,I am not going to town.
Esto es un gato.,This is a cat.
"Gracias, es todo.","Thanks, that's all."
Tom no puede conseguir siempre lo que quiere.,Tom can't always get what he wants.
No quiero que salgas con Tom.,I don't want you to date Tom.
Dile a tu amigo que se vaya.,Tell your friend to go.
¿Hacia dónde vas ahora?,Where are you going now?
Quiero que Tom gane las elecciones.,I want Tom to win the election.
Tom abrazó a su padre.,Tom embraced his father.
Él se enfadó.,He got angry.
Los teletubbies me dan asco.,The Teletubbies disgust me.
Nado casi cada día.,I swim almost every day.
Tom tenía mucho respeto por Mary.,Tom had a lot of respect for Mary.
La besé en la frente.,I kissed her on the forehead.
El niño comió la manzana.,The boy ate the apple.
Es un parisino.,He's a Parisian.
La historia era muy interesante.,The story was very interesting.
"¿Qué deseas para navidad, Jenny?","What do you want for Christmas, Jenny?"
No hay nadie leyendo en la biblioteca.,There is no one reading in the library.
Mejor que te prepares para algo peor.,You'd better prepare for something worse.
¿Te puedo ayudar?,Can I help you?
Odio esta escuela.,I hate this school.
¿Acaso has hecho cualquier cosa para mí?,What have you ever done for me?
Ya te pagué.,I've already paid you.
Hice un escritorio de madera.,I made a desk of wood.
"Con este voto, corregimos un error.","With this vote, we righted a wrong."
Este té está bueno.,This tea tastes good.
Nuestros cuerpos están cambiando.,Our bodies are changing.
Quiero un asiento de ventanilla.,I want a window seat.
El asesinato es un crimen contra la humanidad.,Murder is a crime against humanity.
¿Pudiste hacer aquello por ti mismo?,Were you able to do that by yourself?
No hagan esto.,Don't do this.
¿Qué te ha hecho cambiar de idea?,What made you change your mind?
"Usted es religioso, ¿verdad?","You are religious, right?"
Australia no es una excepción.,Australia is no exception.
Tom lanzó el ancla por la borda.,Tom threw the anchor overboard.
Tengo absoluta fe en sus capacidades.,I have complete faith in his abilities.
Tomás tiene el pelo largo.,Tom has long hair.
Esto está quebrado.,This is broken.
Veo que lees.,I see you reading.
Yanni trajo a Skura su cubo de ordeñar.,Yanni brought Skura a milking bucket.
El metal se contrae al enfriarse.,Metal contracts when cooled.
Esto es un lujo.,This is a luxury.
Desearía poder darte algo.,I wish that I could give you something.
Tomó un poco más de una hora.,It took little more than an hour.
Nos encanta hablar español.,We love speaking Spanish.
No podemos decir cuál es mejor.,We cannot tell which is better.
¿Puedo utilizar tu diccionario?,Can I use your dictionary?
"Tom parece tristísimo, ¿no?","Tom seems awfully sad, doesn't he?"
Afortunadamente yo estaba bien entrenado.,Fortunately I was well trained.
"¿Hasta tú, Brutus?","Even you, Brutus?"
Sabía que resultaría duro.,I knew it would be hard.
El teléfono seguía sonando.,The phone kept ringing.
Aprender es divertido.,Learning is fun.
¡No nos olvidéis!,Don't forget us!
Lincoln fue un republicano.,Lincoln was a Republican.
Tom fue contratado.,Tom was hired.
No estoy en una posición para contestar.,I'm not in a position to answer.
Tom escucha a Mary.,Tom listens to Mary.
En Brasil se alojó en casas de esperantistas.,"In Brazil, he stayed in Esperantists' houses."
Quiero que Tom llame todos los días.,I want Tom to call every day.
¿Puedo pasar la noche?,Can I spend the night?
Tiene que irse de Boston.,You have to leave Boston.
Miroslav no estaba asustado en absoluto.,Miroslav wasn't scared at all.
