word,translation
Je ne savais pas que Tom me détestait.,I didn't know that Tom hated me.
Elle est trop sincère; parfois ça me blesse.,She is too sincere; sometimes it hurts me.
C'est toi qui l'as acheté.,You're the one who bought it.
Es-tu suivi ?,Are you being followed?
Tom s'est versé un verre de vin.,Tom poured a glass of wine for himself.
Je ne me suis pas encore habillée.,I'm not dressed yet.
L'orage nous a retardés.,We were late because of the storm.
Quelque chose m'observe.,Something is watching me.
Personne ne va s’en aller.,No one is to leave.
Est-ce que vous avez des magazines japonais ?,Do you have any Japanese magazines?
Tu connais Tom mieux que quiconque.,You know Tom better than anybody.
Disposes-tu d'un téléphone portable ?,Do you have a mobile phone?
La Chine doit éradiquer la pauvreté.,China needs to eliminate poverty.
Il semble qu'elle soit heureuse.,It seems that she's happy.
Brad Pitt est un acteur.,Brad Pitt is an actor.
Je fume de la beuh.,I smoke weed.
Les morts ne racontent pas d'histoires.,Dead men tell no tales.
Ils vivent encore chez leurs parents.,They are still living with their parents.
Il est un petit peu superstitieux.,He's a bit superstitious.
Disposez-vous de votre propre maison ?,Do you have a house of your own?
Ce qu'il fait nous est indifférent.,We don't care what he does.
Tom semble avoir deux mains gauches.,Tom seems to be all thumbs.
Buvez-vous du vin ?,Do you drink wine?
Ils ont été endommagés.,They've been damaged.
Il semble qu'il soit mort par auto-asphyxie.,It looks like he died from self-asphyxiation.
Ils fournirent la bibliothèque avec de nouveaux livres.,They furnished the library with new books.
Elles m'ont trompée.,They cheated me.
Donne-moi deux exemples de mammifères.,Give two examples of mammals.
Penses-tu vraiment que Tom est innocent ?,Do you really think Tom is innocent?
Le film a déjà commencé.,The film has already started.
Elle est rentrée.,She went inside.
Je ne vous ai pas demandé votre opinion.,I didn't ask you for your opinion.
Il gagnait de l'argent en livrant des journaux.,He earned money by delivering newspapers.
"Eh bien, je prendrai mon temps.","Well, I'll take my time."
Le motard a dépassé la limite de vitesse.,The motorcyclist exceeded the speed limit.
Ils ont tous regardé.,They all watched.
Tu ne sais pas comment faire ?,Don't you know how to do that?
Comment ton chien a-t-il pénétré ici ?,How did your dog get in here?
Fermez vos livres.,Close your books.
Je me suis assis au bar.,I sat at the bar.
Allô. Pourrais-je parler à Mr Jackson ?,Hello. Could I speak to Mr. Jackson?
"Ce parc-ci, c'est celui que je préfère.",This is my favourite park.
J'adore être assis sur la plage.,I love sitting on the beach.
Attendez ici un moment.,Wait here for a while.
Il ne s'est rien passé aujourd'hui.,Nothing happened today.
Je me lève à six heures chaque matin.,I get up at six every morning.
Pourquoi as-tu besoin d'un docteur ?,Why do you need a doctor?
Vous vous parlez à vous-même ?,Are you talking to yourself?
Il était éveillé.,He was awake.
Les élèves ont rendu sa vie heureuse.,The students made her life happy.
Ton fils n'est pas comme toi.,Your son isn't like you.
J'aime le lundi !,I love Monday!
J'habite à Kakogawa.,I live in Kakogawa.
L'étudiant s'est efforcé d'atteindre l'excellence.,The student strove for excellence.
Il faut que j'aille dormir.,I have to go to sleep.
L'anglais n'est pas facile pour moi.,English is not easy for me.
Nous avons été préoccupés.,We were concerned.
Voulez-vous que je sois heureux ?,Do you want me to be happy?
La vie sans amour n'a pas de sens.,Life without love has no meaning.
Tom remarqua que les mains de Mary tremblaient.,Tom noticed Mary's hands shaking.
Il s'énerve pour un rien.,He gets angry at the slightest thing.
Ce sont des chiens pleins de vie.,They're lively dogs.
Il doit étudier avec application.,He has to study hard.
C'est un conservateur pur et dur.,He's a dyed-in-the-wool conservative.
Il n'a pas le moindre soupçon.,He hasn't the slightest suspicion.
Elle ficha son petit ami à la porte.,She kicked her boyfriend out of the house.
Tu devrais rentrer tôt à la maison.,You should go home early.
Je suis né prématurément.,I was born prematurely.
Le sport ne m'intéresse pas.,I don't care for sports.
C'est complètement visible.,It's completely visible.
Je t'ai prévenue auparavant.,I've warned you before about this.
Cela doit être une faute d'impression.,That must be a misprint.
Tu avais bon après tout.,You were right after all.
Il a été dithyrambique à votre sujet.,He spoke highly of you.
La pratique est le meilleur maître.,Practice is the best teacher.
Ils ont eu une dispute.,They had an argument.
Je suis devenu un homme nouveau.,I've become a new man.
Sami adore les fêtes de Noël.,Sami loves Christmas festivities.
Ne t'en fais pas. Elles seront supervisées.,Don't worry. They will be supervised.
Il se trompe complètement.,He is quite in the wrong.
Tom écoute la radio.,Tom is listening to the radio.
Ton souvenir est bon.,Your memory is good.
Pourquoi Yidir a-t-il posé cette question ?,Why did Yidir ask that question?
Ils ont avoué l'avoir fait.,They confessed they did that.
Veuillez signer ce reçu !,Please sign this receipt.
Tom va courir presque tous les après-midis.,Tom goes jogging almost every afternoon.
Tom a une petite tarte.,Tom has a small pie.
Je le regardai avec confusion.,I stared at him in confusion.
On a trouvé Tom mort dans sa chambre.,Tom was found dead in his room.
Tom est notre meilleur enquêteur.,Tom is our best investigator.
Ne pensez-vous pas que c'est important ?,Don't you think that's significant?
Comment se déplace le cavalier ?,How does the knight move?
C'est une question de survie.,It's a matter of survival.
L'économie mondiale est maintenant en récession.,The world economy is in recession now.
Tu es Éthiopien ?,Are you Ethiopian?
Quel est votre livre préféré ?,What's your favorite book?
Ne le prends pas au premier degré.,Don't take it too literally.
Ça ne fait pas de différence pour moi.,It makes no difference to me.
J'en ai assez entendu.,I've had enough.
Je n'ai que quelques livres.,I only have a few books.
On s'est enfin débarrassé de notre vieille voiture.,We finally got rid of our old car.
Elle va s'y habituer rapidement.,She's going to get used to it quickly.
Nous aurons faim.,We'll be hungry.
Arrêtez de faire semblant de ne pas comprendre.,Stop pretending to not understand.
Je ne fais presque jamais ça tout seul.,I almost never do that alone.
Pourquoi êtes-vous si fainéante ?,Why are you so lazy?
Il n'y a pas grand-chose à dire.,There's not much to say.
Ils font une salade.,They are making a salad.
Permettez-moi de vous chuchoter à l'oreille.,Let me whisper in your ear.
Qu'y a-t-il pour déjeuner ?,What's for lunch?
Elle quittera le Japon en avril.,She will leave Japan in April.
Vous auriez pu dire quelque chose !,You could've said something.
La télé n'est pas branchée.,The TV isn't plugged in.
Êtes-vous heureux en ce moment ?,Are you happy right now?
Il a demandé une cigarette.,He asked for a cigarette.
Et si tu prenais ta température ?,Why don't you take your temperature?
J'ignore ce qui vous soucie tant.,I don't know what you're so worried about.
Va dehors aider ton père.,Go outside and help your father.
Est-ce le garçon dont tu parlais ?,Is this the boy you were talking about?
Elles se sont mises d'accord pour commencer tôt.,They agreed to start early.
Tom a l'air perdu.,Tom seems lost.
Gabriel revient toujours.,Gabriel always comes back.
Les femmes aiment parler.,Women like to talk.
Il se comporte comme s'il savait tout.,He acts like he knows everything.
Je suis désolé si je vous ai effrayées.,I'm sorry if I frightened you.
C'est très onéreux !,That is very expensive!
Je lui ai causé beaucoup d'ennuis.,I gave him much trouble.
Quelle chaude journée !,What a hot day it is!
Merci de m'apporter une demi-bouteille de vin.,Please bring me a half-bottle of wine.
Je suis plus vieux que Tom.,I'm older than Tom.
Ses propres serviteurs le méprisaient.,His very servants despised him.
"Heureusement, le saignement s'est arrêté.","Fortunately, the bleeding has stopped."
Elles doivent être lavées.,They need washing.
L'histoire du pêcheur est louche.,The fisherman's story is fishy.
Tom ne répond pas.,Tom isn't responding.
Le Sahara occidental a d'énormes ressources minières.,Western Sahara has huge mineral resources.
Prenez garde où vous mettez les pieds.,Watch where you put your feet.
"Malheureusement, je ne dispose pas du temps aujourd'hui.","Unfortunately, I don't have time today."
Tu es blanc comme un linge.,You're pale as a ghost.
Sa maison est moderne.,Her house is modern.
Je lui achèterai une camionnette.,I'll buy him a van.
Pourquoi est-elle ici ?,Why is she here?
Puis-je demander à quoi tu travailles ?,May I ask what you're working on?
Tous les ingrédients sont frais.,All the ingredients are fresh.
Il ne reste plus beaucoup de temps.,There's not much time left.
Nous craignons de manquer notre train.,We're afraid we'll miss our train.
Ses fils font ce qui leur chante.,His sons do as they please.
Je ne t'ai pas vu depuis des lustres.,I haven't seen you for ages.
Dites-lui que j'étends le linge.,Tell him I'm hanging up the laundry.
Elle est le seul revenu de la famille.,She's the sole breadwinner for the family.
J'aime faire des marches dans les bois.,I like taking walks in the woods.
Peux-tu comprendre la signification de cette phrase ?,Can you understand the meaning of this sentence?
Elle nous a accordé un entretien.,She agreed to give us an interview.
Faites-le venir à moi.,Send him to me.
Je veux faire mes études en Australie.,I want to study in Australia.
Qu'a découvert Tom ?,What did Tom discover?
Je suis inquiet pour l'avenir.,I'm anxious about the future.
Les femmes transgenres sont des femmes.,Trans women are women.
J'ai été étonné par son courage.,I marveled at his courage.
Je pense que c'est le bon moment.,I think now is the right time.
Je leur ai dit de ne pas venir.,I told them not to come.
Laissez quelqu'un d'autre s'en charger !,Let someone else handle it.
Ceux-là sont chouettes.,Those are nice.
Je vous ai eue.,I've got you.
Mets une veste. Il fait froid.,Put on a jacket. It's cold.
J'aimerais te parler un peu.,I'd like to talk to you a little.
J'ai mis la corde dans la boîte.,I put the rope in the box.
Tom rencontra Marie.,Tom met Mary.
Yanni a remarqué quelque chose de bizarre.,Yanni noticed something strange.
Elles ne sont pas comme toi.,They're not like you.
Est-ce que tu veux être ma petite-amie ?,Do you want to be my girlfriend?
Tom a décidé de différer son départ.,Tom has decided to put off his departure.
Vous avez été prévenue.,You've been warned.
Pourquoi s'interresserait-on à l'Algérie ?,Why would anyone care about Algeria?
L'absence de preuve n'est pas une preuve d'absence.,Absence of proof isn't proof of absence.
J'étais coincé dans un embouteillage.,I was stuck in a traffic jam.
Elle n'a aucun sens de la mode.,She has no fashion sense.
Tom regarda ses petites-filles danser.,Tom watched his granddaughters dance.
Tout le monde criait.,Everyone was screaming.
Sami a rencontré Layla juste après Noël.,Sami met Layla right after Christmas.
Ils sont conscients des difficultés.,They are aware of the difficulties.
Il n'y serait pas parvenu sans Philippe.,He wouldn't have managed without Philippe.
Un arbre tombé bloquait le passage.,A fallen tree blocked the path.
Tu aimes bien tout le monde.,You like everyone.
On a quelques semaines de retard.,We're a few weeks behind schedule.
Il a amassé différentes informations.,He collected various information.
Soyez prudents en manipulant des allumettes !,Be careful handling matches!
Tu as besoin de nouveaux vêtements.,You need some new clothes.
Je suis disposé à présenter mes excuses.,I'm willing to apologize.
"Aujourd'hui, son père va au travail en voiture.",Nowadays his father goes to work by car.
À chacun le sien.,To each his own.
Tu ne connais pas ta chance.,You don't realize how lucky you are.
Nous ne pouvons aller nulle part aujourd'hui.,We can't go anywhere today.
Nous avons une grande équipe.,We've got a great team.
Elle dit qu'elle a d'autres priorités.,She says she has other priorities.
Il a beaucoup neigé.,It snowed a lot.
Elle tire gloire de ses nombreuses réalisations.,She prides herself on her many accomplishments.
Les règles sont faites pour être violées.,Rules are made to be broken.
Es-tu ici de ton plein gré ?,Are you here voluntarily?
Il s'est vraiment mis en colère.,He got really mad.
Notre navire a doublé le cap ce matin.,Our ship rounded the cape this morning.
Ma sœur aînée s'est fiancée.,My older sister got engaged.
J'ai l'intention d'entrer en contact.,I've been meaning to get in touch.
Elle a les lèvres à Cupidon.,She has Cupid lips.
Nous sommes si fiers de vous.,We're so proud of you.
C'est un mot français.,That's a French word.
Tu l'as culbutée ?,Did you screw her?
Je les ai laissées y aller.,I let them go.
Je veux plonger de la falaise.,I want to dive off the cliff.
Je l'ai senti.,I smelled it.
Ziri est en train de mourir.,Ziri is dying.
J'aimerais entendre votre opinion.,I would like to hear your opinion.
Quelle emmerdeuse !,What a bore!
"Si c'était vrai, que feriez-vous ?","If it were true, what would you do?"
Traite-la avec respect.,Treat her with respect.
Je n'ai pas d'accent.,I don't have an accent.
Il fait chaud aujourd'hui.,It's hot today.
Je n'ai rien contre toi.,I've got nothing against you.
Combien de temps êtes-vous partie ?,How long were you gone?
Ce n'est pas ton jour.,Today is not your day.
Ai-je vraiment fait cela ?,Did I really do that?
Il n'a pas été surpris de la voir.,He wasn't surprised to see her.
Tom ne porte presque jamais de chapeau.,Tom almost never wears a hat.
Te sens-tu nerveuse au bureau aujourd'hui ?,Do you feel nervous in the office today?
Il faut que vous vous reposiez.,You have to rest.
Il est l'heure d'aller à l'école.,It's time to go to school.
Quelqu'un a-t-il des suggestions ?,Does anyone have any suggestion?
Les pommiers fleurissent au printemps.,Apple trees bloom in spring.
Elle est en Algérie.,She is in Algeria.
Les typhons frappent le Japon tous les ans.,Typhoons hit Japan every year.
Je ne sors pas avec un garçon.,I don't date.
Nous ne sommes pas un couple.,We're not a couple.
Lequel voudrais-tu avoir ?,Which would you rather have?
Tom a l'air différent.,Tom looks different.
Tom est réformé.,Tom is reformed.
La situation était prévisible.,The situation was predictable.
Nous le savions depuis le début.,We knew it all along.
Jetez votre arme ici !,Throw your weapon here!
Cette porte ne veut pas s'ouvrir.,The door will not open.
Papa n'est pas à la maison.,Dad isn't home.
C'est toi qui ne comprends pas.,It's you who doesn't understand.
Nous ne devons pas rompre notre promesse.,We must not break our promise.
Je pris conscience que je ne pouvais l'emporter.,I realized I couldn't win.
Nous sommes meilleures qu'elles.,We're better than they are.
Tu vas devenir maman.,You're going to be a mommy.
La rumeur s'est avérée vraie.,The rumor turned out true.
Je l'ai rencontré par hasard.,I met him by chance.
Gare aux voleuses.,Beware of thieves.
Est-ce que je dois faire ça maintenant ?,Do I have to do that right now?
Pourquoi est-il si silencieux ?,Why is he so quiet?
Êtes-vous encore endormie ?,Are you still sleepy?
Comment se passe la quête d'un emploi ?,How's the job hunt?
Il est accroché aux médicaments.,He's addicted to drugs.
Je suis très prudente.,I'm very cautious.
Je pense que nous connaissons tous les règles.,I think we all know the rules.
Elle a été affreusement déçue par moi.,She was terribly disappointed with me.
À quoi ressemble-t-il ?,What does he look like?
Tu es très ouvert.,You're very open.
Elle préfère un hôtel proche de l'aéroport.,She prefers a hotel near the airport.
Que puis-je aller te chercher à boire ?,What can I get you to drink?
Je ne trouvais Tom nulle part.,I wasn't able to find Tom anywhere.
Je ne suis pas atteint d'autisme.,I don't have autism.
La lettre fut rédigée en des termes commerciaux.,The letter was written in terms of business.
Je les ai brûlés.,I burned them.
Quand est-ce que Tony étudie ?,When does Tony study?
Où va-t-on manger ce soir ?,Where are we going to eat tonight?
Sami a été viré de l'université.,Sami was kicked out of the university.
As-tu jamais mangé à ce restaurant-ci ?,Have you ever eaten at this restaurant?
Tous les musulmans devraient défendre la mosquée al-Aqsa.,All Muslims should defend the al-Aqsa Mosque.
Elle sera jalouse.,She will be jealous.
Ses lèvres ont touché les siennes.,His lips touched hers.
Ça ne se produira plus.,It won't happen again.
Ils étaient bénis.,They were blessed.
Je veux juste que ça arrive réellement.,I just want it to actually happen.
Sont-elles toutes fortes ?,Are they all strong?
Tu l'as lu en entier ?,Have you read all of it?
Tom a un accent du sud.,Tom has a southern accent.
Le restaurant se situe au rez-de-chaussée.,The restaurant is on the ground floor.
J'ai de nombreuses choses à faire.,I have a lot of things to do.
Je suis vraiment occupée.,I really am busy.
Il aime jouer avec brutalité.,He likes to play rough.
Je ne suis pas un espion.,I'm not a spy.
Armez les sans-abri.,Arm the homeless.
J'étudie le théâtre américain.,I'm studying the American drama.
Ils ont choisi Pierre comme capitaine.,They chose Peter as captain.
Pourquoi êtes-vous venus ici ?,Why did you come over here?
Pourquoi es-tu si têtu?,Why are you so stubborn?
Tu es casse-pieds.,You're a pain in the neck.
Nous voulons seulement que Tom continue de travailler.,We just want Tom to keep working.
Sa tristesse était seulement apparente.,Her sorrow was only apparent.
Nous en sommes assez certaines.,We're quite certain of that.
L'as-tu embrassé ?,You kissed him?
Je commence à le regretter.,I'm beginning to regret it.
Il te faut aller à la gym.,You need to hit the gym.
Tokyo offre plusieurs options d'hébergement.,Tokyo offers a multitude of accommodation options.
M. Smith est chargé de cette classe.,Mr Smith is in charge of the class.
Attention aux idées reçues !,Beware of generally accepted ideas!
Je n'ai jamais lu de roman en français.,I've never read a novel in French.
Nous avons trois options.,We have three options.
Il a plu des cordes hier matin.,It rained hard yesterday morning.
Il est fier comme un pou.,He's as proud as a peacock.
Elle a dit qu'elle était très seule.,She said she was very lonely.
J'ai adoré le lycée.,I loved high school.
Je n'ai pas aimé ce film.,I didn't like that movie.
Je n'aime pas ce que vous êtes devenue.,I don't like who you've become.
Je pouvais à peine parler.,I could barely speak.
"Si vous n'êtes pas satisfaite, laissez tomber !","If you're not happy, quit."
Suis-je rétabli dans mes fonctions ?,Am I reinstated?
Vous devriez venir dans la salle de conversation.,You should come to the chat room.
Elle t’a réveillée.,She woke you.
J'ai commencé à avoir sommeil.,I got sleepy.
Tu risques de rester sur le carreau.,You're in danger of falling by the wayside.
Comment te semblent-elles ?,How do they seem to you?
Sami était connu pour avoir de l'argent.,Sami was known to have money.
Tu mérites ces compliments.,You deserve those compliments.
J'ai peint la clôture en blanc.,I painted the fence white.
"La diapo suivante, s'il te plaît.","Next slide, please."
Il est quelque peu jaloux.,He's a bit jealous.
Rien de tel qu'un bon bain chaud.,There's nothing like a good hot bath.
Je vous aime comme un fils.,I love you like a son.
Je vais te donner une leçon !,I'll teach you a lesson!
As-tu envie d'aller nager ?,Do you feel like going swimming?
Es-tu d'accord avec Tom ?,Do you agree with Tom?
Notre nouveau siège social est à Tokyo.,Our new headquarters are in Tokyo.
Je ne le sais pas.,I don't know that.
Je suis heureux d'apprendre que vous êtes remis.,I'm glad to hear that you've got well.
Il s'est écarté pour laisser passer un camion.,He pulled aside to let a truck pass.
C'est une histoire intéressante.,This is an interesting story.
J’ai foi en lui.,I have faith in him.
Tentons quelque chose !,Let's try something.
Je suis sûre que je réussirai.,I'm sure I'll succeed.
Cette meuf est assez chelou.,This chick is kinda sketchy.
Je cours tous les jours.,I run every day.
Le monde est en constante évolution.,The world is always changing.
Qui a le temps ?,Who has time?
Notre école a été réduite en cendres.,Our school was reduced to ashes.
Vous êtes une personne très égoïste.,You're a very selfish person.
Arrête d'emprunter mes vêtements sans ma permission.,Stop borrowing my clothes without my permission.
Tom a malheureusement tort.,Tom is sadly mistaken.
Pourquoi êtes-vous si heureuse ?,Why are you so happy?
Elle aime observer les oiseaux.,She likes birdwatching.
Je suis prêt quand tu l'es.,I'm ready when you are.
Reste à distance d'elle !,Stay away from her!
Il a deux filles.,He has two daughters.
Je ne pose pas souvent de questions.,I don't often ask questions.
Es-tu amoureuse de Layla ?,Are you in love with Layla?
Allons faire un tour.,Let's go for a ride.
Dites à Tom que nous sommes en chemin.,Tell Tom we're on our way.
Je te confirme ma présence.,I am confirming my presence to you.
Soyez gentil envers les personnes âgées.,Be kind to old people.
Je prendrai ceux-là.,I'll take those.
J'ai immédiatement senti que quelque chose n'allait pas.,I sensed immediately that something was wrong.
Je pense que tu devrais réexaminer la situation.,I think you should reexamine the situation.
J'ai peur qu'elle ait les oreillons.,I'm afraid she may have the mumps.
Jamais je ne m'y rendrais.,I would never go there.
Il fait mauvais temps.,The weather is bad.
Elle m'a offert un cadeau.,She gave me a present.
"Vous savez, je me suis bien amusé.","You know, I had a lot of fun."
J'ignore ce dont il s'agit.,I don't know what it is.
Mon père va bien.,My father is in good health.
Il souffre d'une insuffisance rénale.,He is suffering from kidney failure.
Il devait être riche.,He must have been rich.
Beaucoup de gens ont besoin d'aide.,Many people need help.
Elle me regarda tristement.,She looked sadly at me.
Je ne veux pas de petit ami.,I don't want a boyfriend.
On ne peut apercevoir des Koalas qu'en Australie.,Koalas can only be seen in Australia.
Quelqu'un est en train de monter les escaliers.,Somebody's coming up the stairs.
Ton mari te trompe.,Your husband is cheating on you.
Nous avons dû attendre longtemps.,We had to wait for a long time.
Les gens parlent à propos du phénomène Internet.,People are talking about this Internet phenomenon.
J'en ai assez de ses reproches.,I'm tired of her complaints.
"Vous étiez heureuse, n'est-ce pas ?","You were happy, weren't you?"
Ça n'empire pas.,It's not getting worse.
Il était d'un naturel très colérique.,He was naturally very angry.
Je n'ai pas fermé l'œil.,I didn't sleep a wink.
Tu as peur des chiens.,You're afraid of dogs.
Pouvons-nous entrer ?,Can we come in?
Vous n'êtes pas doués pour les mathématiques.,You aren't very good at maths.
Ma grande sœur nage très vite.,My older sister swims very fast.
Je dois faire réparer ma montre.,I must have my watch repaired.
Ça ne se reproduira pas.,It won't happen again.
"À la fin, ajoutez du basilic.",At the end add some basil.
Je dois étudier pour un test de biologie.,I have to study for a biology test.
Je pense que son petit ami est grec.,I think that her boyfriend is Greek.
Voulez-vous le faire immédiatement ?,Do you want to do it right now?
L'airbag m'a sauvé la vie.,The airbag saved my life.
Elle aime que je fasse ça.,She likes it when I do that.
Veux-tu faire ça plus tard ?,Do you want to do this later?
Tu me rends très nerveux.,You make me very nervous.
Cette liste n'est pas exhaustive.,This list is not exhaustive.
Êtes-vous toujours là-bas ?,Are you still over there?
Merci pour la soupe.,Thank you for the soup.
Elle n'en a jamais parlé.,She never talked about it.
Il n'a plus aucune limite.,He has no limit anymore.
Il s'accrocha à son travail.,He stuck to his job.
C'est une situation amusante.,It's an amusing situation.
Vous êtes probablement fatiguée.,You're probably tired.
Comment t'es-tu débrouillé pour faire ça ?,How did you manage to do that?
"S'il vous plait, parlez un peu plus lentement.",Please speak a little slower.
Il est tolérant vis-à-vis de la religion d'autrui.,He is tolerant in religious belief of others.
Je reviens tout juste de Marseille.,I just flew back from Marseille.
Il n'a pas vraiment envie de venir demain.,He doesn't really want to come tomorrow.
Il a dit qu'il s'en occuperait.,He said he'd take care of it.
Mary n'est pas comme les autres filles.,Mary isn't like the other girls.
Je suis intéressé par l'histoire japonaise.,I'm interested in Japanese history.
Je n'aime pas les aventures.,I don't like adventures.
Vous ne devriez pas attendre plus longtemps.,You shouldn't wait any longer.
Il est toujours ponctuel.,He is always punctual.
Savez-vous quand le magasin ferme ?,Do you know when the shop closes?
Tout a été écrit.,It's all been written.
Va raconter ces bobards à quelqu'un d'autre.,Go tell those fibs to someone else.
Ton plan a fonctionné.,Your plan worked.
La chouette peut voir dans l'obscurité.,The owl can see in the dark.
Mais personne n'a bougé le petit doigt.,But no one's lifted a finger.
Tu n'as pas vu mes clés ?,Didn't you see my keys?
"Lâche-moi, tu m'étrangles.",Let me go. You're choking me.
Elles sont arrivées là-bas avant eux.,They arrived there before them.
"Tom, il sera tellement désolé.",Tom will be so sorry.
Ce n'est pas toujours comme ça.,It's not always like this.
Je pense que c'est une loi épouvantable.,I think it's a terrible law.
Yanni a été exposé à la violence.,Yanni was exposed to violence.
Vous avez caché la mandarine.,You hid the tangerine.
Découvrez qui ils sont.,Find out who they are.
Où est mon téléphone ?,Where's my phone?
Pourrez-vous ce printemps garder mon chien?,Could you watch my dog this spring?
Je ne suis pas un ivrogne.,I'm not a drunk.
La bonne employée est fière.,The good employee is proud.
Le corbeau est un oiseau très intelligent.,The raven is a very intelligent bird.
Tom n'aime pas le sport.,Tom doesn't like sports.
Elles ont bu deux bouteilles de vin.,They have drunk two bottles of wine.
Les rayons du supermarché étaient presque vides.,The shelves in the supermarket were almost bare.
Il partit tôt.,He left early.
Est-ce pour cela que tu es fâchée ?,Is that why you're upset?
Les révoltes d'esclaves perturbaient le Passage du milieu.,Slave revolts interfered with the Middle Passage.
Votre voiture est irréparable.,Your car is beyond repair.
Ils ont attaqué l'ennemi.,They attacked the enemy.
Je deviens sourd.,I'm getting deaf.
Voulez-vous récupérer votre ancien poste ?,Do you want your old job back?
Ce ne sera pas assez.,It won't be enough.
Tom m'a donné ce livre.,Tom gave me this book.
Tom est l'idiot du village.,Tom is the village idiot.
Je suis assez satisfait de toi.,I am pretty pleased with you.
Quand serais-je à Tokyo au plus tôt ?,How soon can I get to Tokyo?
Carlos a adoré la présentation de Rima.,Carlos enjoyed Rima’s presentation.
J'apprends cette langue étrangère.,I am learning this foreign language.
Sais-tu parler anglais ?,Do you know how to speak English?
Tom n'est pas né en octobre.,Tom wasn't born in October.
Inspire par le nez.,Breathe in through your nose.
La ville fut désertée par ses habitants.,The town was deserted by its inhabitants.
Tom et Mary étaient très occupés.,Tom and Mary were very busy.
Qu'allez-vous faire avec cela ?,What are you going to do with that?
Tu dois trouver comment il fonctionne.,You have to find out how it works.
Il a fini par céder.,At last he yielded.
Je suis allé à Boston.,I went to Boston.
Que peux-tu me dire sur ça ?,What can you tell me about that?
Vous êtes le sel de la terre.,You are the salt of the earth.
Son goût est indescriptible.,Its flavour is indescribable.
Combien d’euros as-tu ?,How many euros do you have?
Dis juste à Tom de me laisser seule.,Just tell Tom to leave me alone.
L'Angleterre a établi beaucoup de colonies.,England established many colonies.
C'est presque aussi bien que la pêche.,This is almost as good as fishing.
Tom est un policier retraité.,Tom is a retired policeman.
Nous devons y aller maintenant.,We must go now.
Les insectes sont partout.,The bugs are everywhere.
Le froid ne me dérange pas.,I don't mind the cold.
Tu es si bizarre.,You're so weird.
Je suis né là.,I was born there.
Enrichissons-nous de nos différences mutuelles.,Let us enrich ourselves with our mutual differences.
J'ai un gros chat.,I have a big cat.
Je ne me sens pas si coupable.,I don't feel that guilty.
Il s'avère qu'elle devra travailler plus dur.,It appears she will have to work harder.
Envoie-moi ta liste de courses par SMS.,Text me your shopping list.
Prenez-le si vous voulez.,Take it if you want it.
Ils ne vous l'ont pas laissée.,They didn't leave it with you.
Tom peut enseigner le français.,Tom can teach French.
Tu devrais faire ce qui te semble juste.,You should do whatever you think is right.
Ton gâteau est délicieux.,Your cake is delicious.
Nous allons inviter Jeanne et Hélène.,We are going to invite Jane and Ellen.
J'ai laissé mon portefeuille dans mon autre veste.,I left my wallet in my other jacket.
Puis-je t'appeler Bob ?,Can I call you Bob?
Ne bois aucun alcool !,Don't drink any alcohol.
Pourrais-tu ouvrir la fenêtre ?,Could you please open the window?
Comment es-tu arrivé ici si rapidement ?,How did you get here so fast?
Tom n'a pas besoin d'aller chez le dentiste.,Tom doesn't need to go to the dentist's.
Tom savait que Mary l'aimait.,Tom knew that Mary loved him.
Le basket-ball était mon sport favori au lycée.,Basketball was my favorite sport in high school.
J'ai essayé de l'en dissuader.,I tried to talk her out of it.
J'ai fait ce que tu as demandé.,I did what you asked.
Ne sous-estime pas ta propre force !,Don't underestimate your own strength.
Elles devinrent folles.,They went crazy.
Tu es snob.,You're a snob.
Le poisson est petit.,The fish is small.
Remet ce truc dans la boîte.,Put that stuff back in the box.
Je préfère ce livre à celui-là.,I prefer this book to that one.
Vous êtes-vous amusés ?,Did you have fun?
Je suis habituée au froid.,I'm accustomed to cold weather.
"Une bouteille de rosé, s'il vous plait.","A bottle of rosé, please."
Qu'est ceci ?,What is this?
J'aime quand tu cuisines pour moi.,I love it when you cook for me.
Ne soyez pas si sensible à la critique.,Don't be so sensitive to criticism.
J'ai supprimé l'appli.,I deleted the app.
Prière de respecter ma vie privée.,Please respect my privacy.
J'aimerais que tu me parles.,I wish you'd talk to me.
Qu'as-tu vu ?,What did you see?
C'est une photo de toi.,This is a picture of you.
Utilisez votre tête !,Use your head!
Je vais l'abattre.,I'm going to shoot him dead.
Elle chante sous la pluie.,She's singing in the rain.
"Allez, on y va !","Come on, let's go!"
Personne ne va nous voir.,No one's going to see us.
Qui n'est pas là ?,Who's not here?
Vous voulez manger chinois ?,Do you want Chinese food?
Marco a acheté une voiture à son fils.,Marco bought his son a car.
Il est légèrement dépendant à l'alcool.,He is slightly addicted to alcohol.
As-tu vécu ici auparavant ?,Did you live here before?
Sami enfila son pull.,Sami put on his sweater.
Rien à signaler.,Nothing to report.
Je ne savais pas vraiment par où commencer.,I didn't know exactly where to begin.
Il porte des gants.,He is wearing gloves.
Tu n'as pas besoin de mon aide.,You don't need my help.
Tout le monde a des vulnérabilités.,Everyone has vulnerabilities.
Ça a pris toute la journée.,It took all day.
Fais ton travail avec plus d'attention.,Do your work with more care.
Vous êtes grande.,You are big.
Tu es passée au feu rouge.,You ran a red light.
C'est son destin !,It is his destiny!
Tom a décidé d'aller faire du ski.,Tom has decided to go skiing.
J'aimerais me joindre.,I'd like to come along.
