word,translation
میری چابی گم ہو گئی ہے۔,I've lost my key.
ان کے تین بچے ہے۔,They have three children.
میرے چار بچے ہے۔,I have four children.
میں ایک طالب علم ہوں۔,I am a student.
میری ابھی شادی نہیں ہوئی۔,I am not married yet.
میں نے یہ سویٹر کل خریدا تھا۔,I bought this sweater yesterday.
آئو ٹام کا شکریہ ادا کرے۔,Let's thank Tom.
میرے شہر کا نام جہلم ہے۔,The name of my city is Jhelum.
تمہیارے برآمدے میں میز ہے؟,Do you have a table on the patio?
ہمیں یہ کرنا چاہئیے۔,We should do it.
مجھے کھیل پسند ہے۔,I like sports.
ٹام ٹھیک ہو رہا ہے۔,Tom is going to get better.
ٹام صحت یاب ہو رہا ہے،,Tom is going to get better.
ٹام صحت یابی کی طرف بڑھ رہا ہے۔,Tom is going to get better.
مجھے تمہارا سکارف پسند آیا ہے۔,I like your scarf.
مجھے تمہارا سکارف اچھا لگا ہے۔,I like your scarf.
تم جہاں جانا چاہو جا سکتے ہو۔,You can go wherever you want.
تم جدھر بھی جانا چاہو جا سکتے ہو۔,You can go wherever you want.
تم جہاں جانا چاہو جا سکتی ہو۔,You can go wherever you want.
تم جدھر بھی جانا چاہو جا سکتی ہو۔,You can go wherever you want.
پولیس نے اس کو رنگے ہاتھوں پکڑ لیا۔,The police caught him red handed.
تم کافی بیمار لگ رہے ہو۔,You don't look so good.
تم اچھے نہیں لگ رہے۔,You don't look so good.
وہ دیکھنے میں کافی سادی لگ رہی ہے۔,She's a plain looking girl.
تم تیراکی نہیں کر سکتے۔,You can't swim.
تمہیں تیراکی نہیں آتی۔,You can't swim.
آپ کو تیرنا نہیں آتا۔,You can't swim.
تمہیں تیرنا نہیں آتا۔,You can't swim.
ٹام کی ایک بیٹی ہے مریم۔,Tom has a daughter named Mary.
ٹام کی ایک بیٹی کا نام ہے مریم۔,Tom has a daughter named Mary.
اس بیچاری لڑکی نے آنسو بہائے۔,The poor girl shed tears.
میں ہی بیواقوف تھا۔,I've been foolish.
میری کم عقلی تھی۔,I've been foolish.
انہوں نے گفتگو کا آغاز کیا۔,They entered into a discussion.
انہوں نے گفتگو شروع کی۔,They entered into a discussion.
تمہیں سب کچھ نہیں مل سکتا۔,You can't have everything.
تم سب کچھ حاصل نہیں کر سکتے۔,You can't have everything.
کیا تمہیں ٹام سے پیار ہو رہا ہے؟,Are you falling for Tom?
ٹام ناخوش لگ رہا ہے۔,Tom looks unhappy.
ٹام خوش نہیں لگ رہا۔,Tom looks unhappy.
وہ سکون سے رہ رہا ہے۔,He lives comfortably.
وہ ایک آرامدہ زندگی گزار رہا ہے۔,He lives comfortably.
یہ یِنگ لی ہے۔,It's Ying Li.
میں کہ رہا ہوں رکو،,"I told you to stop, didn't I?"
اطالویوں کے مطابق، مترجمان غدار ہوتے ہیں۔,"According to the Italians, translators are traitors."
اطالوی کہتے ہیں کہ ترجمان غدار ہوتے ہیں۔,"According to the Italians, translators are traitors."
کتنی ٹیمیں ہیں؟,How many teams are there?
"مگر سب سے پہلے ہم ""سلام"" کرتے ہیں۔","But the first thing we say is ""hello."""
مجھے کافی پسند ہے۔,I like coffee.
اس میں تھوڑا وقت لگے گا۔,This will take some time.
اس میں تھوڑا وقت درکار ہے۔,This will take some time.
برائے مہربانی ایک منٹ انتظار کیجئیے!,"Wait a minute, please!"
ایک منٹ ٹھہر جائو۔,"Wait a minute, please!"
کسی نے اُس سے بات کی ہے؟,Has anybody spoken with him?
تمہیں بڑی زور کی لگی ہے۔,You got hit hard.
آپ کو بڑی زور کی لگی ہے۔,You got hit hard.
ٹام قیمتی وسائل کا ضیاع کر رہا ہے۔,Tom is wasting resources.
ٹام قیمتی وسائل کو ضائیع کر رہا ہے۔,Tom is wasting resources.
اس نے میرے ہاتھ کو تھام لیا۔,He caught me by the hand.
اس نے مجھے میرے ہاتھ سے پکڑ لیا۔,He caught me by the hand.
تمہیں اس کو راز رکھنا ہوگا، ٹھیک ہے؟,"You've got to keep this secret, OK?"
میں یہ نہیں کہنا چاہتا تھا۔,This is not what I wanted to say.
کوئی بھی میرا ملک نہیں بھولتا۔,Nobody forgets my country.
وہ پھر سے پہلے جیسی ہو گئی ہے۔,She is herself again.
ہم ظہرانہ کھا رہے ہیں۔,We're having lunch.
اسی چیز کے ہونے کی مجھے امید تھی۔,That's exactly what I expected to happen.
میں ماضی کو زیادہ کریدنا نہیں چاہتا۔,I don't want to dredge up the past.
گلابوں کی خوشبو بہت اچھی ہے۔,The roses smell good.
تمہیں ان کو سچ بتانا ہو گا۔,You must tell them the truth.
تمہیں ان کو حقیقت سے آگاہ کرنا ہوگا۔,You must tell them the truth.
تم اُن کو سچ بتائو۔,You must tell them the truth.
تم اب پیچھے نہیں ہٹ سکتے۔,You can't back out on me now.
میرے پاس زیادہ وقت نہیں ہے۔,I do not have much time.
آج ریل گاڑی پورے ٹائم پہ تھی۔,The train was on time today.
آج ریل کاڑی وقت پہ پہنج گئی تھی۔,The train was on time today.
لکڑی آرام سے جل جاتی ہے۔,Woods burn easily.
میں ڈھائی بجے وہاں پہنچ جائوں گا۔,I'll get there at about 2:30.
مجھے مزہ آرہا ہے۔,I'm enjoying this.
تمہیں مجھے بتانا ہوگا۔,You must tell me.
تم مجھے بتائو۔,You must tell me.
تم مجھے یہ بتائو۔,You must tell me.
سردی ہو یا گرمی، وہ پہنج جائے گا۔,"He'll be there, rain or shine."
ٹام نے بیمار ہونے کا ڈرامہ کیا۔,Tom pretended he was sick.
ان سے ناراض نہ ہو۔,Don't get angry with them.
وہ اس کے بارے میں فکر مند ہیں۔,They're concerned about him.
دو بجے ٹھیک ہوگا؟,Would two o'clock be all right?
میں ٹام کے ساتھ یہ نہیں کر سکتا۔,I can't do this to Tom.
میں ٹام کے ساتھ یہ نہیں کر سکتی۔,I can't do this to Tom.
ٹام اور میں دونوں ہی مصروف ہیں۔,Tom and I are both busy.
اس کو لوگوں پہ دھونس جمانا پسند ہے۔,He just loves to bully people.
جلنا بند کرو۔,Stop acting jealous.
میں کبھی دوبارہ تمہاری شکل نہیں دیکھنا چاہتا۔,I don't want to see you again.
میں کبھی دوبارہ تمہاری شکل نہیں دیکھنا چاہتی۔,I don't want to see you again.
میں ہنسے بغیر نہیں رہ سکتا تھا۔,I couldn't keep from snickering.
میں ہنسے بغیر نہیں رہ سکتی تھی۔,I couldn't keep from snickering.
میں تمہارے بھائی سے بڑا ہوں۔,I am older than your brother.
میں تمہارے بھائی سے بڑی ہوں۔,I am older than your brother.
میں آپ کے بھائی سے بڑا ہوں۔,I am older than your brother.
میں آپ کے بھائی سے بڑی ہوں۔,I am older than your brother.
میں ہمیشہ سے وہ کتاب پڑھنا چاہتا تھا۔,I've always wanted to read that book.
میں ہمیشہ سے وہ کتاب پڑھنا چاہتی تھی۔,I've always wanted to read that book.
میں نے ٹام کا کافی دیر انتظار کیا۔,I waited for Tom for a long time.
ٹام کبھی تمہیں دکھ نہیں دے گا۔,Tom would never hurt you.
اور کوئی طریقہ نہیں ہے۔,No other way.
میں اپنا کمرہ روزانہ صاف کرتا ہوں۔,I clean my room almost every day.
مجھے سڑک پہ ایک ڈالر گرا ہوا ملا۔,I found a dollar in the street.
میں ٹام کو گھر لے جاتا ہوں۔,I'll take Tom home.
میں بالکل اسی بارے میں سوچ رہا تھا۔,It's exactly what I was thinking about.
میں بالکل اسی بارے میں سوچ رہی تھی۔,It's exactly what I was thinking about.
سارے بڑے غور سے سن رہے تھے۔,Everyone was listening very carefully.
ٹام اور مریم کی منگنی ہوگئی ہے۔,Tom and Mary are engaged.
ٹام کو کچھ ہو گیا ہے۔,Something's happened to Tom.
بہار کا موسم آتے ہی برف پگھل گئی۔,The snow melted away when spring came.
بہت بڑا دن گزرا آج۔,I've had a lousy day.
کاش میں ابھی بوسٹن میں ہوتا۔,I wish I could be in Boston now.
ٹیکسی انتظار کر رہی ہے۔,A cab is waiting.
مجھے کچھ دن دو۔,Give me a day or two.
یہ زندگی کی حقیقت ہے۔,It's a fact of life.
ایک بچہ گُم ہو گیا ہے۔,A child is missing.
مجھے ایک قرض چکانا ہے۔,I have a debt to pay.
کافی تیز بارش ہوئی۔,A heavy rain fell.
ایک محافظ باہر ہے۔,A guard is outside.
چند دن کی چھٹی لے لو۔,Take a few days off.
ہمیں یہ کام کرنا ہے۔,We have a job to do.
یہ دیکھو۔,Take a look at these.
یہ دیکھیں۔,Take a look at these.
اس کے اندر دیکھو۔,Take a look in there.
وہاں دیکھو۔,Take a look in there.
کافی کچھ ہو گیا ہے۔,A lot has happened.
میں کافی زیادہ گوشت کھاتا ہوں۔,I eat a lot of meat.
یہاں گند مچا ہوا ہے۔,It's a mess in here.
یہ پیو۔,Take a sip of this.
میرے لئیے بھی ایک ٹکٹ لینا۔,Get a ticket for me.
ٹام سے پوچھ لو۔,Go ahead and ask Tom.
میں نے خریدنے کے لئیے حامی بھری۔,I agreed to buy it.
ہم سارے کافی زیادہ روئے۔,We all cried a lot.
وہ ایک جھوٹ تھا۔,It was all a big lie.
تمہیں یہاں نہیں کھانا چاہئیے۔,You shouldn't eat here.
کون چاہے گا کہ وہ مر جاَئے۔,Who would want them dead?
اس نے تیس ہزار ڈالر کمائے۔,She made thirty thousand dollars.
کیا کوئی فرق پڑتا ہے؟,Does that matter?
اِس کو کیا بلاتے ہے؟,What does one call this?
یہ گھر کافی بڑا ہے۔,This house is very spacious.
وہ مکھیوں کی طرح کام کر رہیں ہیں۔,They worked like so many bees.
کیا وقت ہوا ہے؟,What time is it?
ہمین اپبا فر,We do our duty.
دوسرون کی مدد کرنا سیکھو,Learn to help others.
اب نہیں تو، کب؟,"If not now, when?"
وہ گوشت کھاتے ہیں۔,They eat meat.
پگڑیاں أہم ہیں سکھ مذہب میں۔,The turban is important in Sikhism.
وہ ٹام کو معلوم نہیں ہے۔,Tom doesn't know that.
مجھے اِنتظار کرنے میں کوئی اعتراض نہیں ہے۔,I don't mind waiting.
آپ چُپچاپ سنتے کیوں نہیں؟,Why don't you be quiet and listen?
ہندی اور اردو ایک ہی زبان ہیں۔,Hindi and Urdu are one language.
میرا نام راہل ہے۔,My name is Rahul.
ہر حال میں۔,That's for sure.
ٹام نے کمرے کے چاروں اور دیکھے۔,Tom looked around the room.
وہ پیڑ سے اُترا۔,He climbed down from the tree.
وقت آیا کہ میرا خواب أصلی ہو گئا۔,It's time my dream came true.
آپ أپنے چائے میں چینی ڈالتے ہیں؟,Do you put sugar in your tea?
کافی وہاں ہے أگر آپ کو چاہئے ہے۔,There's coffee over there if you want it.
ٹام کا جرم کیا ٹا؟,What was Tom's crime?
مجھے أپنی چابی کو ڈھونڈنے کی ضرورت ہے۔,I must find my key.
اس نے اس کو کچھ پیسے مانگے۔,She asked him for some money.
کیا آپ شادی کبھی کریں گے؟,Are you ever going to get married again?
مجھے آپ کی ٹوپی بہت پسند ہے۔,I love your hat.
میں ٹام کے لئے خوش ہوں۔,I was happy for Tom.
میں نتیجے کے بارے میں بیتاب ہوں۔,I was curious about the result.
اسکول میں دو ہزار طلابِ علم ہے۔,"There are 2,000 students in the school."
ڈیبی! کیا آپ مجھے سن رہی ہیں؟,Debbie! Can you hear me?
میں راستے میں ہوں أبھی۔,I'm on my way now.
وہ تھوڑا خوبصورت ہے۔,He's kind of cute.
شک کی کوئی گنجائش نہیں رہی ہے۔,There is no longer any room for doubt.
آپ مجھے پسند نہیں رھے ہو۔,I no longer like you.
ٹام أور میری کہاں رہتے ہیں؟,Where do Tom and Mary live?
آپ اتنے پرسکون کیسے ہو سکتے ہیں؟,How can you be so calm?
ٹام غریب ہے لیکن وہ خوش ہے۔,"Tom is poor, but he's happy."
کیا وہ ٹھیک ہے؟,Is he alright?
رہنما لوگ سماج کی خدمت کرتے ہیں۔,Leaders serve society.
میں کل ضرور آؤوں گا۔,I'll certainly come tomorrow.
کیا آپ میرے بال بنائیں؟,Can you please do my hair?
کاش میں جوان ہوتا!,I wish I were young.
ہمیشہ اپنی نیت صاف رکھو.,Always keep your intentions clean.
کوشش کرنے میں کیا ہرج ہے,What is the harm in trying?
کتنے بد تمیز ہو تم!,How rude of you!
مریم کو سیاست میں دلچسپی ہے۔,Mary is interested in politics.
ٹام نے بہت سارا کباڑ جمع کیا ہے۔,Tom has accumulated a lot of junk.
میں نے اس کو دیکھ کر پہچانا۔,"Having seen him before, I recognized him."
آپ کس طرح کا کام کریں گے؟,What kind of work will you do?
مجھے معلوم نہیں ہے۔,I don't know.
مجھے پتہ نہیں ہے۔,I don't know.
مجھے نہیں پتہ۔,I don't know.
مجھے نہیں معلوم۔,I don't know.
لیلہ چیخنے لگی۔,Layla started yelling.
شاید وہ صرف توارد ہے۔,That's probably just a coincidence.
مجھے اس سے مدد کی ضرورت ہے۔,I need help with this stuff.
ٹام ابھی بھی یہاں نہیں ہے۔,Tom is no longer here.
آپ کو موٹر سائکل کب ملی؟,When did you get a motorcycle?
ٹام کو نیند کیسی ائی؟,How did Tom sleep?
وہ اپنے شوہر سے قریب کھڑی رہی۔,She stood close to her husband.
کیا اپ کو فرانسیسی آتی ہے؟,Did you speak French?
میں چیوینگ گم چبا رہا ہوں۔,I'm chewing gum.
ٹام غالباً غصے میں ہوگا۔,Tom is likely to be upset.
میرے کئی دوست ایسے کرتے ہیں۔,I have several friends who do that.
بارش جلدی بند ہو جائے گی۔,It'll stop raining soon.
کیا اپ اپنی داڑھی بڑھا رہے ہیں؟,Are you growing a beard?
ٹام ناشتہ پکھا رہا ہے۔,Tom's cooking breakfast.
میں نے نوکری ڈھوڑھنے کی کوشش کی۔,I tried to find a job.
وہ ہنس مارے۔,They burst out laughing.
اس کی کتاب جلدی سے بہت مشہور ہوئی۔,Her book quickly became a bestseller.
وہ لڑکی کوئی موسیقی صلاحیت نہیں رکھتی تھی۔,The girl lacked musical ability.
وہ بہت رومانی نہیں تھا۔,That wasn't very romantic.
وہ چھوٹا اور ہلکا ہے۔,It's compact and lightweight.
مطلبی لوگ خود کے لئے جیتے ہیں۔,The selfish live for themselves alone.
خود غرض خود لئے جیتے ہیں۔,The selfish live for themselves alone.
ہم نے اپنے فرضوں کو پورا کیا۔,We fulfill our obligations.
وہاں پہ کیا ہے؟,What is over there?
مجھے چاکلیٹ پسند ہے۔,I like chocolate.
کتب خانہ کہاں ہے؟,Where's the library?
وہ کون سے رنگ کے ہیں؟,What color are they?
ماری لمبی ہے۔,Mary is tall.
کیا وہ لمبا ہے؟,Is he tall?
میں لمبا ہوں۔,I am tall.
میں لمبی ہوں۔,I am tall.
آخر کار وہ آ ہی گیا۔,At last he came.
ہم کام ختم کر کے گھر لوٹ گئے۔,We returned home after finishing the work.
کیا تم نے آج صبح ناشتہ کھایا تھا؟,Did you have breakfast this morning?
میں اج رات کو اسے فون کروں گا۔,I will call him tonight.
اخبار کہاں ہے؟,Where is the newspaper?
بارش ہو رہی ہے کیا؟,Is it raining?
دو ممالک کے درمیان کوئی رابطہ نہیں ہے۔,There's no communication between the two countries.
میرا نہیں خیال ٹام واپس آئے گا۔,I don't think Tom will be back.
ہمیں ٹھنڈ نہیں لگ رہی تھی۔,We weren't cold.
بدو لوگ ریگستان میں رہتے ہیں۔,Bedouins live in the desert.
کونسا میز؟,Which table?
تم اس پر بھروسہ کیوں نہیں کرتے؟,Why don't you believe him?
یہ کتاب جانوروں کے بارے میں ہے۔,This book is about animals.
ہم اس کے مخالف نہیں ہیں۔,We're not against it.
ٹام کار کے حادثے میں بچ گیا تھا۔,Tom survived the car crash.
ٹام کچھ کہنے ہی والا تھا۔,Tom was about to say something.
ہمیشہ اپنی نیت صاف رکھو۔,Always be clear in your intention.
اب تیز ہوا چل رہی ہے۔,It's now windy.
اس وقت دھوپ نکلی ہوئی ہے۔,It's sunny just now.
ہم کھڑکی کھول سکتے ہیں۔,We can open the window.
میرے دادا جان سینکڑوں قصے سناتے ہیںَ,My grandfather tells hundreds of anecdotes.
چھوٹی لڑکی صبح سویرے اٹھ گئی۔,The little girl woke at dawn.
کیا تم ایسٹر بنی میں یقین رکھتے ہو؟,Do you believe in the Easter Bunny?
ان کی کتنی بہنیں ہے؟,How many sisters does she have?
اپنی نییت صاف رکو,Keep your intentions pure.
وہ رو پڑا۔,He broke into tears.
اس نے فون نہیں کیا۔,He hasn't called.
شام بخیر۔,Good evening.
شب بخیر۔,Good night.
صبح بخير۔,Good morning.
سب کو سلام۔,"Hi, everybody."
میں تمباکونوشی چھوڑ رہا ہوں۔,I am quitting smoking.
ٹام پیلا ٹائی نہیں پہن رہا تھا,Tom wasn't wearing a yellow tie.
الجیریا کے کوئی فعل آتش فشاں نہیں ہیں,Algeria has no active volcanoes.
سمی قاہرہ آیا,Sami came to Cairo.
مجھے وہ ہی چاہیے جو ٹام چاہتا ہے,I want the same things Tom does.
ٹام لڑکا ہے، نا ؟,"Tom is a boy, isn't he?"
سمی دالان میں لیلا سے ملا,Sami met Layla in the hallway.
چلیف الجیریا کا سب سے لمبا دریا ہے,The Chelif is the longest river in Algeria.
وہ بربر زبان سیکھنے چاہتے ہیں,They want to learn the Berber language.
ایک سیکنڈ، گولی مت مار!,"Wait, don't shoot!"
میں بیوہ ہوں۔,I am a widow.
کیسا ہے؟,How is it?
میں استاد ہوتا تھا۔,I used to be a teacher.
دل بڑا بے ایمان ہے,The heart is very unfaithful.
میرے ارادے نیک تھے,My intention was pure.
میری طلاق ہو چکی ہے۔,I am divorced.
بس تھوڑا سا صبر اور۔,Just a little more patience.
آپ کیسی ہیں؟,How are you?
مجھے باتھروم جانا ہے.,I have to go to the bathroom.
مجھے غسلخانہ جانا ہے.,I have to go to the bathroom.
مجھے بیت الخلا خانہ جانا ہے.,I have to go to the bathroom.
مجھے غسلخانے کا استعمال کرنا ہے.,I have to go to the bathroom.
ٹام پچھواڑے میں کھیل رہا تھا۔,Tom was playing in the backyard.
یہ مچھلی ابھی بھی زندہ ہے کیا؟,Is this fish still alive?
دنیا میں بہت سارے ترک کردہ بلیاں ہیں,There are many abandoned cats in the world.
یونانی ایک آسان زبان نہیں ہے۔,Greek is not an easy language.
ٹوم کی طبیعت کافی بہتر ہو چکی ہے۔,Tom is much better now.
وہ انگریزی کے علاوہ دو زبانیں بولتا ہے۔,He speaks two languages besides English.
میں نیہں چاہتا ہوں کہ تم چوری کرو۔,I don't want you stealing.
آنا بارہ سال کی ہیں۔,Anna is twelve years old.
روسی آسان زبان نہیں ہے۔,Russian is not an easy language.
اسے کرین چلانا آتا ہے۔,She can operate a crane.
اسے دیکھو اور اس کی نقل کرو۔,Watch him and do likewise.
تمہیں خطرہ ہے۔,You're in danger.
آپ کو خطرہ ہے۔,You're in danger.
کیا آپ باقاعدگی سے شترنج کھیلتے ہیں؟,Do you play chess consistently?
اونچی آواز میں پڑھو۔,Read aloud.
سب کو یہ خیال بُری لگتی ہے۔,Everybody hates this idea.
میں ٹوم کی مدد کیوں کرنا چاہوں؟,Why would I want to help Tom?
ہم خاندان ہیں۔,We are family.
وہ بچگانہ انداز میں بولی۔,She talked childishly.
سکرین بند کیوں ہو گئ؟,Why did the screen go off?
وہ تھوڑی دیر تک پہنچ جائگی۔,She will be here in no time.
تمہیں پیٹسا چاہیے؟,Do you want some pizza?
کیا آپ کو پیٹسا چاہیے یے؟,Do you want some pizza?
سانپ سسکارتا ہے۔,The snake hisses.
میں کھیل رہا ہوں۔,I am playing.
اتنا بہنگم نہ بنو۔,Don't be crude.
اتنا بہنگم نہ بن۔,Don't be crude.
میرا کام مسلے بانانے پر مشتمل ہے۔,My job consists of creating problems.
تمہیں سو جانے سے بہلے نہیں کھانا چاہیے۔,You shouldn't eat just before going to bed.
میری نے بےپٹا ڈریس پہنی۔,Mary wore a strapless dress.
ٹوم جنّت میں تھا۔,Tom was in heaven.
ٹوم فردوس میں تھا۔,Tom was in heaven.
ٹوم جنّت الفردوس میں تھا۔,Tom was in heaven.
ٹھیک، تم جیت گےٴ۔,"OK, you win."
صحیح، تم جیت گےٴ۔,"OK, you win."
صحیح، تو جیت گیا۔,"OK, you win."
ٹھیک ہی، آپ جیت گےٴ۔,"OK, you win."
آپ نے صرف غیرملکیوں کو کیوں روکا؟,Why did you stop only the foreigners?
میں تمہارے گند سمیتنے سے تھک گیا ہوں۔,I'm tired of picking up after you.
میں دو بیرونی زبانیں سیکھ رہا ہوں۔,I'm learning two foreign languages.
میں اس خط لکھنے پر متفق ہو گیا۔,I agreed to write that letter.
مجھے پتا ہے کہ وہ حلال نہیں ہے۔,I know it's not kosher.
مچھر کیڑے ہوتے ہیں۔,Mosquitoes are insects.
تم نے جواب کیوں نہیں دیا؟,Why didn't you answer?
آپ نے جواب کیوں نہیں دیا؟,Why didn't you answer?
تو نے جواب کیوں نہیں دیا؟,Why didn't you answer?
میں تمہاری ہتھوڑی ادھار لے سکتا ہوں؟,Can I borrow your hammer?
مجھے مٹر اچھے لگتے ہیں۔,I like peas.
مجھے انڈے کی زردی پسند ہے۔,I love egg yolks.
جانور ہمارے دوست ہیں۔,Animals are our friends.
میں کیک کا ایک ٹکڑا کھانا چاھتا ہوں۔,I want to eat a piece of cake.
پھولوں کو پانی دیجیے۔,Please water the flowers.
پھولوں کو سینچیں۔,Please water the flowers.
اس سال اتنا نہیں برس رہا ہے۔,It isn't raining much this year.
اس سال اتنی بارش نہیں ہو رہی ہے۔,It isn't raining much this year.
میں ہار ماننے سے مرنا چاہونگا۔,I'd rather die than give up.
مین ہار ماننے سے مرنا مناسب سمجھتا ہوں۔,I'd rather die than give up.
جہاں حیات ہو، اُمید ہے۔,"Where there's life, there's hope."
اگر تم زیادہ کھاوٴگے، تو تم موٹے ہوجاوٴگے۔,"If you eat too much, you'll become fat."
اگر تو زیادہ کھائگا، تو نے موٹا بنیےگا۔,"If you eat too much, you'll become fat."
مجھے دھمکنا مت۔ میں کچھ نہیں بولونگا۔,Don't threaten me. I won't say anything.
مجھے دھمکنا مت۔ میں کچھ نہیں کہونگا۔,Don't threaten me. I won't say anything.
مجھے دھمکی مت دینا۔ میں کچھ نہیں کہونگا۔,Don't threaten me. I won't say anything.
مجھے دھمکی مت دو۔ میں کچھ نہیں کہونگا۔,Don't threaten me. I won't say anything.
میں ٹوم ہوں۔ آپ کا کیا نام ہے؟,I'm Tom. What's your name?
میں ٹوم ہوں۔ تمہارا کیا نام ہے؟,I'm Tom. What's your name?
میں ٹوم ہوں۔ تیرا کیا نام ہے؟,I'm Tom. What's your name?
میرے لیے زیادہ پیچیدہ ہے۔,It's too complicated for me.
مجھے پتا تھا کو وہ دھوکا تھا۔,I knew it was a trick.
مجھے معلوم تھا کہ وہ دھوکا تھا۔,I knew it was a trick.
تمہارا سر ابھی تک دُکھ کر رہا ہے؟,Does your head still hurt?
تیرا سر ابھی تک دُکھ کر رہا ہے؟,Does your head still hurt?
کھانا کہاں ہے؟,Where's the food?
اچھا ہے، لیکن کافی اچھا نہیں ہے۔,"It's good, but not good enough."
ٹوم کا سِکس پیَک ہے۔,Tom has a six-pack.
کیا آپ تفصیل سے بتا سکتے ہیں؟,Could you please elaborate?
کیا آپ مفصل کر سکتے ہیں؟,Could you please elaborate?
کیا تم تفصیل سے بتا سکتے ہو؟,Could you please elaborate?
کیا تم بہار کے لیے تیار ہو؟,Are you ready for spring?
کیا آپ بہار کے لیے تیار ہیں؟,Are you ready for spring?
کیا تو بہار کے لیے تیار ہے؟,Are you ready for spring?
ادھر نہ آنا۔,Don't come here.
ادھر مت آنا۔,Don't come here.
ادھر مت آوٴ۔,Don't come here.
ادھر نہ آوٴ۔,Don't come here.
ادھر نہ آیں۔,Don't come here.
ادھر مت آیں۔,Don't come here.
ادھر نہ آ۔,Don't come here.
یہاں نہ آنا۔,Don't come here.
اتنی محنت نہ کرو۔,Don't try too hard.
اتنی محنت مت کرو۔,Don't try too hard.
میرے ناک میں کھجلی ہو رہی یے۔,My nose itches.
وہ نرمدل بن گیا ہے۔,Tom has gone soft.
تمہارا پسندیدہ پلییر کون ہے؟,Who's your favorite player?
تمہیں کونسا پلییر پسند لگتا ہے؟,Who's your favorite player?
ٹوم نے بائبل پڑھی۔,Tom read the Bible.
ٹوم نے انجیل پڑھی۔,Tom read the Bible.
تم مجھ سے کبھی متفق نہیں ہوتے ہو۔,You never agree with me.
تم مجھ سے اتفاق کبھی نہیں کرتے ہو۔,You never agree with me.
آپ مجھ سے اتفاق کبھی نہیں کرتے ہیں۔,You never agree with me.
تم ہمیشہ مجھ سے اختلاف کرتے ہو۔,You always disagree with me.
آپ ہمیشہ مجھ سے اختلاف کرتے ہیں۔,You always disagree with me.
تو ہمیشہ مجھ سے اختلاف کرتا ہے۔,You always disagree with me.
آپ اپنے ساتھ کیا کروگے؟,What are you going to do with yourself?
آپ اپنے ساتھ کیا کرنے چاہتے ہو؟,What are you going to do with yourself?
تم اپنے ساتھ کیا کروگے؟,What are you going to do with yourself?
تو اپنے ساتھ کیا کرےگا؟,What are you going to do with yourself?
یہ بےمثال ہے۔,This is unprecedented.
یہ انوکھا ہے۔,This is unprecedented.
اس کا آدھا آپ کا ہے۔,Half of this is yours.
اس کا آدھا حصّہ تمہارا ہے۔,Half of this is yours.
اس کا آدھا حصّہ تیرا ہے۔,Half of this is yours.
تھیراپی کا کوئ اثر نہیں تھا۔,Therapy didn't help.
معلاجہ کا کوئ اثر نہیں تھا۔,Therapy didn't help.
بدصورت بطخ ایک خوبصورت ہنس میں بدل گئی۔,The ugly duckling turned into a beautiful swan.
بدصورت بطخ ایک خوبصورت ہنس میں بن گئ۔,The ugly duckling turned into a beautiful swan.
برعکس بھی سچ ہے۔,The opposite is also true.
برعکس بھی صحیح ہے۔,The opposite is also true.
اے ٹی ایم نہیں چل رہی ہے۔,The cash machine is out of order.
اے ٹی ایم خراب ہے۔,The cash machine is out of order.
وہ ایک قابل اعتماد رسائ ہے۔,That's a reliable approach.
یہ ہمارا چھوٹا راز ہی رہنا چاہئے تھا۔,That was supposed to be our little secret.
سارے اس پر خوش نہیں تھے۔,Not everyone was happy about this.
سب اس بات پر خوش نہیں تھے۔,Not everyone was happy about this.
کوئ بھی اس بات پر خوش نہیں تھا۔,Nobody was happy about this.
اب ہی جاوٴ، اور کبھی واپس مت آوٴ۔,Leave now and don't ever come back.
اب ہی جاوٴ، اور کبھی واپس مت آنا۔,Leave now and don't ever come back.
مشتری ایک سیارہ ہے۔,Jupiter is a planet.
ایک مذہبی واقعہ ہے۔,It's a religious event.
ثابت ہوا ہے کہ میرا ایک بھائ ہے۔,It turns out that I have a brother.
اس کے لیے کوئ ثبوت ہے؟,Is there some basis for this?
مجھے چینی پسند ہے۔,I like sugar.
مجھے شوگر پسند ہے۔,I like sugar.
شورع سے ہی مجھے شک تھا۔,I had my doubts from the get-go.
میں پُرانے یادوں کو نہیں ہلانا چاہتا ہوں۔,I don't want to stir up old memories.
شورع سے ہی مجھے شبہ ہو رہا تھا۔,I had my doubts from the get-go.
چیزوں کو جلد میں مت کرو۔,Don't rush things.
مجھے آپ کی ہمراہی کرنے دیں۔,Allow me to accompany you.
مجھے تمہاری ہمراہی کرنے دو۔,Allow me to accompany you.
نہیں، آسان نہیں ہے۔,"No, it's not easy."
تم اتنے بدتمیز کیوں ہو؟,Why are you so mean?
تو، اور کیا چل رہا ہے؟,"So, what else is going on?"
تو، اور کیا ہو رہا ہے؟,"So, what else is going on?"
لگا جیسے کچھ ہوا ہی نہیں تھا۔,It appeared as if nothing happened.
پارٹی قابو سے نکل رہی تھی۔,The party was getting out of control.
مجھے لگا کہ چیزیں بدلنے والی تھیں۔,I thought things would change.
مجھے لگا کہ حالت بدلےگا۔,I thought things would change.
کیوں میں تمہیں پسند بھی ہوں؟,Do you even like me?
کیا مین تجھے پسند بھی ہوں؟,Do you even like me?
یہ ا-ب-پ جیسے آسان ہے۔,It's as easy as ABC.
